title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  CCT-LSU-SUPERMIC","Queue =  workq"
start,end
2015-06-01,2016-05-31
---------
"Node Count","Wall Hours: Per Job","Std Dev: Wall Hours: Per Job"
77,23.68790000,0.6602609569329387
100,21.08795000,1.9093431146345352
52,19.68438800,3.180593912277205
7,17.06096932,2.521087383299715
48,15.64222500,3.171734251876097
5,15.10566563,0.7429862367514212
60,12.30221667,5.419728494005134
25,12.04346970,3.022958571503443
11,10.72020714,6.689567082599974
6,10.42953163,0.8289089394713464
12,9.72358131,1.3248905866610714
15,9.70059647,2.158910865233432
40,9.48617143,2.849655740902514
32,9.03959265,0.8953405097450511
20,7.51944304,0.8886913218441397
80,7.36194286,2.833700116141819
50,7.23177564,0.8948419691361108
24,7.06997059,2.2969195423061795
30,6.30272745,1.0056032138932587
128,5.42483043,3.0533756776993934
1,5.39693234,0.07630908326387469
3,5.12551317,0.17324333021999205
2,4.09214027,0.18231112568672306
65,3.26189130,0.8389405798835734
69,2.75750000,0
64,2.69177037,1.4485986664215047
35,2.49649359,0.41873507250148917
10,2.31670384,0.16289737931124262
4,2.25022862,0.10630315748881786
33,2.05580000,0
27,1.90667143,0.5399633752265443
16,1.70153618,0.23046689841404477
8,1.55238439,0.15974765877925298
51,1.53845556,0.26816860600352166
9,1.47501707,0.5024495886151383
18,1.33866923,0.3927407544411051
26,1.04925385,0.16757556777981017
29,0.76890000,0
96,0.61550000,0.18582200220291628
23,0.57345000,0.358758482177008
87,0.54787143,0.052453644674905105
62,0.52483333,0.1082979803030643
13,0.49750000,0
45,0.37310000,0
19,0.21786667,0.12335851798629748
31,0.15860000,0
22,0.11026667,0.035041372764385535
53,0.06920000,0
37,0.06015000,0.00677643998637108
14,0.05540000,0.0012767205771423774
---------
