title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON","Queue =  normal"
start,end
2015-06-01,2016-05-31
---------
"Node Count","Wall Hours: Per Job","Std Dev: Wall Hours: Per Job"
72,23.61255556,0.4162424355606474
26,21.41839231,2.5948058418373083
15,21.26807190,0.6978542586542261
38,21.09300000,8.154874912403677
7,20.55614870,1.5995851476632676
120,20.17940000,0
10,19.59020665,0.5046165233273082
33,19.08492788,0.8971678616016779
44,19.05376500,2.097859185599953
9,17.98327163,0.7822168899281937
34,16.76628000,3.876892108947192
24,16.75963842,1.2192141457900916
40,14.09685489,1.2036581969336806
6,13.54887212,0.3315388120608062
20,11.64784433,0.6232401656805769
64,11.31426927,0.43321891712114313
48,10.93616104,1.8821778798787394
12,10.85488977,0.5313360307050894
86,10.34530000,0
36,10.17927222,2.327015358204233
32,9.93291325,0.3909537913540522
30,9.78511404,1.6634390008896287
2,9.16860724,0.1011602194372734
4,8.81358509,0.1321235207978825
60,8.20007708,2.115930683185309
1,7.48588194,0.029359740403100514
55,7.36716667,5.342039777154024
96,7.29959487,1.0355472668902206
25,7.29008571,2.2260916307674536
16,7.03485740,0.18911767027907128
11,6.68361951,0.7601768138674813
5,6.27207749,0.4059167525526602
8,6.12357659,0.16218894221603006
14,6.08999375,2.216639790231019
13,5.79161389,1.0029956300561786
52,5.47567000,2.9718234839493896
54,5.47300000,3.4136827135473986
17,5.30527406,0.5355479774251801
63,5.26258571,1.616677643467849
43,4.77086364,2.873231739404604
28,4.65646023,0.9599778089970186
35,4.08500000,3.2259750283289423
31,3.88188947,1.5257140851716295
59,3.83373478,0.7969732734059485
3,3.82080106,0.1318944227202591
57,3.75050000,0.9885447166365939
45,3.48555714,3.173224032274952
21,3.39219133,0.45883172274400397
100,3.29690214,0.32899900764693385
18,3.29060328,0.18931135297216514
19,2.48514193,0.10534288784466414
108,2.26390000,0
22,1.95639722,0.9032188581317973
99,1.85030000,0
29,1.69240000,0.9458298992655424
56,1.10060870,0.5249947487193625
88,1.00945000,0.003339115355603141
50,0.92151111,0.7352215723069256
47,0.65416667,0.004341003025827232
23,0.56312206,0.19434847967418425
114,0.32720000,0
128,0.22999510,0.035911590718523345
27,0.14338333,0.08554727334523028
126,0.13305000,0.028087852697132303
42,0.05080000,0
37,0.03390000,0
70,0.03030000,0
80,0.02830000,0
90,0.02560000,0
65,0.01000000,0
62,0.00360000,0
---------
