title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2014-08-01,2015-01-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[5] Number of Jobs Ended","[4] Number of Jobs Ended","[16] Number of Jobs Ended","[8] Number of Jobs Ended","[3] Number of Jobs Ended","[6] Number of Jobs Ended","[24] Number of Jobs Ended","[74] Number of Jobs Ended","[32] Number of Jobs Ended","[64] Number of Jobs Ended","[10] Number of Jobs Ended","[9] Number of Jobs Ended","[30] Number of Jobs Ended","[12] Number of Jobs Ended","[7] Number of Jobs Ended","[60] Number of Jobs Ended","[256] Number of Jobs Ended","[20] Number of Jobs Ended","[128] Number of Jobs Ended","[13] Number of Jobs Ended","[14] Number of Jobs Ended","[15] Number of Jobs Ended","[25] Number of Jobs Ended","[17] Number of Jobs Ended","[18] Number of Jobs Ended","[40] Number of Jobs Ended","[11] Number of Jobs Ended","[80] Number of Jobs Ended","[48] Number of Jobs Ended","[240] Number of Jobs Ended","[23] Number of Jobs Ended","[36] Number of Jobs Ended","[100] Number of Jobs Ended","[1024] Number of Jobs Ended","[512] Number of Jobs Ended","[50] Number of Jobs Ended","[21] Number of Jobs Ended","[120] Number of Jobs Ended","[19] Number of Jobs Ended","[216] Number of Jobs Ended","[63] Number of Jobs Ended","[82] Number of Jobs Ended","[96] Number of Jobs Ended","[250] Number of Jobs Ended","[57] Number of Jobs Ended","[22] Number of Jobs Ended","[77] Number of Jobs Ended","[33] Number of Jobs Ended","[34] Number of Jobs Ended","[90] Number of Jobs Ended","[121] Number of Jobs Ended","[157] Number of Jobs Ended","[38] Number of Jobs Ended","[168] Number of Jobs Ended","[160] Number of Jobs Ended","[28] Number of Jobs Ended","[225] Number of Jobs Ended","[93] Number of Jobs Ended","[27] Number of Jobs Ended","[65] Number of Jobs Ended","[68] Number of Jobs Ended","[70] Number of Jobs Ended","[75] Number of Jobs Ended","[98] Number of Jobs Ended","[53] Number of Jobs Ended","[127] Number of Jobs Ended","[150] Number of Jobs Ended","[61] Number of Jobs Ended","[45] Number of Jobs Ended","[62] Number of Jobs Ended","[72] Number of Jobs Ended","[52] Number of Jobs Ended","[102] Number of Jobs Ended","[26] Number of Jobs Ended","[108] Number of Jobs Ended","[29] Number of Jobs Ended","[192] Number of Jobs Ended","[54] Number of Jobs Ended","[43] Number of Jobs Ended","[31] Number of Jobs Ended","[140] Number of Jobs Ended","[42] Number of Jobs Ended","[41] Number of Jobs Ended","[125] Number of Jobs Ended","[144] Number of Jobs Ended","[35] Number of Jobs Ended","[55] Number of Jobs Ended","[76] Number of Jobs Ended","[129] Number of Jobs Ended","[864] Number of Jobs Ended","[147] Number of Jobs Ended","[151] Number of Jobs Ended","[46] Number of Jobs Ended","[252] Number of Jobs Ended","[126] Number of Jobs Ended","[234] Number of Jobs Ended","[118] Number of Jobs Ended","[44] Number of Jobs Ended","[49] Number of Jobs Ended","[56] Number of Jobs Ended","[113] Number of Jobs Ended","[116] Number of Jobs Ended","[37] Number of Jobs Ended","[135] Number of Jobs Ended","[224] Number of Jobs Ended","[680] Number of Jobs Ended","[39] Number of Jobs Ended","[179] Number of Jobs Ended","[47] Number of Jobs Ended","[79] Number of Jobs Ended","[600] Number of Jobs Ended","[78] Number of Jobs Ended","[81] Number of Jobs Ended","[200] Number of Jobs Ended","[640] Number of Jobs Ended","[94] Number of Jobs Ended","[660] Number of Jobs Ended","[85] Number of Jobs Ended","[71] Number of Jobs Ended","[320] Number of Jobs Ended","[2048] Number of Jobs Ended","[51] Number of Jobs Ended","[153] Number of Jobs Ended","[188] Number of Jobs Ended","[288] Number of Jobs Ended","[780] Number of Jobs Ended","[790] Number of Jobs Ended","[112] Number of Jobs Ended","[500] Number of Jobs Ended","[4096] Number of Jobs Ended","[101] Number of Jobs Ended","[138] Number of Jobs Ended","[155] Number of Jobs Ended","[176] Number of Jobs Ended","[255] Number of Jobs Ended","[1000] Number of Jobs Ended","[86] Number of Jobs Ended","[133] Number of Jobs Ended","[407] Number of Jobs Ended","[650] Number of Jobs Ended","[59] Number of Jobs Ended","[84] Number of Jobs Ended","[95] Number of Jobs Ended","[69] Number of Jobs Ended","[114] Number of Jobs Ended","[154] Number of Jobs Ended","[760] Number of Jobs Ended","[810] Number of Jobs Ended","[1728] Number of Jobs Ended","[117] Number of Jobs Ended","[119] Number of Jobs Ended","[123] Number of Jobs Ended","[132] Number of Jobs Ended","[172] Number of Jobs Ended","[203] Number of Jobs Ended","[207] Number of Jobs Ended","[208] Number of Jobs Ended","[480] Number of Jobs Ended","[529] Number of Jobs Ended","[92] Number of Jobs Ended","[122] Number of Jobs Ended","[124] Number of Jobs Ended","[180] Number of Jobs Ended","[210] Number of Jobs Ended","[220] Number of Jobs Ended","[384] Number of Jobs Ended","[745] Number of Jobs Ended","[785] Number of Jobs Ended","[800] Number of Jobs Ended","[89] Number of Jobs Ended","[105] Number of Jobs Ended","[107] Number of Jobs Ended","[137] Number of Jobs Ended","[152] Number of Jobs Ended","[162] Number of Jobs Ended","[187] Number of Jobs Ended","[197] Number of Jobs Ended","[204] Number of Jobs Ended","[205] Number of Jobs Ended","[235] Number of Jobs Ended","[313] Number of Jobs Ended","[324] Number of Jobs Ended","[473] Number of Jobs Ended","[486] Number of Jobs Ended","[690] Number of Jobs Ended","[700] Number of Jobs Ended","[945] Number of Jobs Ended","[58] Number of Jobs Ended","[66] Number of Jobs Ended","[67] Number of Jobs Ended","[99] Number of Jobs Ended","[104] Number of Jobs Ended","[106] Number of Jobs Ended","[109] Number of Jobs Ended","[183] Number of Jobs Ended","[211] Number of Jobs Ended","[251] Number of Jobs Ended","[375] Number of Jobs Ended","[576] Number of Jobs Ended","[670] Number of Jobs Ended","[720] Number of Jobs Ended","[725] Number of Jobs Ended","[729] Number of Jobs Ended","[740] Number of Jobs Ended","[83] Number of Jobs Ended","[88] Number of Jobs Ended","[103] Number of Jobs Ended","[143] Number of Jobs Ended","[169] Number of Jobs Ended","[171] Number of Jobs Ended","[175] Number of Jobs Ended","[184] Number of Jobs Ended","[189] Number of Jobs Ended","[236] Number of Jobs Ended","[244] Number of Jobs Ended","[248] Number of Jobs Ended","[300] Number of Jobs Ended","[358] Number of Jobs Ended","[620] Number of Jobs Ended","[710] Number of Jobs Ended","[730] Number of Jobs Ended","[750] Number of Jobs Ended","[768] Number of Jobs Ended","[769] Number of Jobs Ended","[960] Number of Jobs Ended"
2014-08-01,2439,464,1144,265,199,369,192,100,12,0,28,24,98,10,41,22,3,2,3,21,0,60,9,7,7,5,2,6,1,42,3,2,5,2,2,0,0,0,0,0,4,0,0,29,0,5,3,1,2,4,0,2,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-02,3629,428,2073,164,97,316,113,51,7,0,21,22,78,8,91,14,7,5,4,9,2,66,3,6,11,5,4,8,0,26,2,1,9,0,4,0,0,0,0,1,0,0,0,22,1,0,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-03,2858,452,308,152,94,276,97,35,2,0,19,25,9,759,97,5,1,1,12,5,0,198,0,3,11,4,15,4,0,22,3,10,32,0,1,0,0,0,0,1,6,0,0,19,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-04,3311,853,874,249,151,172,37,56,2,0,19,23,73,46,80,4,2,0,0,1,1,33,1,2,19,9,1,2,2,18,5,11,14,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05,491,171,1483,109,69,27,9,16,1,0,14,37,41,9,32,0,8,0,6,4,0,79,0,0,2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-06,1283,637,233,292,245,210,62,146,6,0,106,38,56,54,147,11,41,0,11,26,19,17,0,4,4,12,6,2,1,1,10,9,4,2,1,0,0,0,0,3,4,0,1,0,0,0,1,1,4,0,4,0,0,1,0,0,1,1,0,0,2,0,2,0,1,0,0,1,0,0,2,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07,1680,384,17,265,223,235,42,87,3,0,66,45,29,19,69,20,9,1,20,27,16,70,0,0,4,2,7,5,1,5,5,6,4,1,1,4,6,0,0,1,3,0,0,0,0,0,1,2,7,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-08-08,1744,570,96,219,206,176,87,74,8,1710,80,26,43,27,54,47,0,2,12,14,9,11,6,8,7,4,4,1,1,5,2,5,2,3,2,9,5,0,0,1,15,0,2,0,0,0,2,1,5,0,0,0,1,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-09,1675,603,2540,146,136,206,83,20,12,3016,57,9,97,25,64,20,1,2,6,8,5,105,6,1,25,7,3,0,1,3,3,3,3,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-10,4063,195,2536,95,143,114,72,8,11,0,26,14,73,18,65,19,0,0,8,5,0,1,0,0,62,4,1,1,1,0,5,2,1,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
