title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2013-02-01,2013-07-31
---------
Day,"[256] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[576] XSEDE Utilization (%)","[416] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[640] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[288] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[800] XSEDE Utilization (%)","[704] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[768] XSEDE Utilization (%)","[544] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[1968] XSEDE Utilization (%)","[432] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[528] XSEDE Utilization (%)","[1008] XSEDE Utilization (%)","[896] XSEDE Utilization (%)","[464] XSEDE Utilization (%)"
2013-02-01,0,6.444625448,19.957646179,5.382007751,13.500379639,1.499276632,4.619927368,0,2.582058411,9.375000000,0,0,0,3.157389323,0,0,0,0,0,0,0,0,0,0,0,0,0,3.232069194,0,0,0.116846110,0,0,0,0,0,0,0,0,0
2013-02-02,0.017433472,5.293873088,22.363606771,5.331402995,11.144784444,0.993778890,7.528388062,1.082175903,3.231770833,7.726616720,0,0,0,0,0,0,0,0.051757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-03,0,3.755425110,36.340494792,5.283587646,7.986545105,13.238425903,4.514146627,0,0,4.687500000,0,0,0,0,4.914216207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-04,2.830512187,7.386257629,31.954173889,4.296427307,7.234700623,9.834056702,3.057373047,0,0,4.195909322,0,0,0,0,2.957682292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-05,6.262876180,15.926486206,31.398582255,4.049076742,8.015317586,1.789351807,2.123996379,0,0,4.687500000,0,0,0,0,2.871884969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-06,0.389973958,9.224328918,35.145435486,3.481024780,11.599537048,2.770688680,2.475721639,1.054108785,0.443983256,5.373969218,0,0,0,0,0.164189046,0,0.054773356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-07,0.011935832,11.233344218,33.451063334,4.243177592,8.948784790,0,2.547661743,0,2.343750000,4.687500000,0,0,0,0,1.688033447,0,1.029595235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109745789,0,0,0,0,0,0,0,0,0
2013-02-08,0.930049133,13.909478149,34.905996908,4.846973368,6.803475850,1.475115763,0.273654480,0,2.510769348,4.687500000,0,0,0,0,0.989122213,0,0.771687826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050089518,0,0.750488281,0,0.046300863,0,0,0,0,0
2013-02-09,0,10.406403910,37.244429932,4.882233887,6.003797811,0,0.096449076,0,2.485161641,4.687500000,0,0,0,0,0,0,0,1.169108073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-10,0.022786458,8.582745667,33.955729268,5.007730916,1.811559550,0.029658610,0.047512512,0,3.734998881,4.687500000,0,0,0,0,0,0,0,1.944010417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574340820,0,0,0,0,0.084309896,0,0
2013-02-11,2.687861633,8.416612549,37.704861145,3.930062764,4.830276998,0,0,0,5.067952474,4.687500000,0,0,0,0,0,0,0.092321370,0.662923177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318264465,0,0,0,0,0
2013-02-12,6.417390035,11.123417664,35.701642049,3.190162862,6.211407572,0,0.768853149,0,4.054741720,4.687500000,0,0,0,0,0,0,0.104573568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255972392,0.198689779,0,0,0,0,0
2013-02-13,6.250000000,15.605170186,29.173177083,4.303425802,1.818467814,0,3.242241720,0,3.529757996,4.687500000,0,0,0,0,0,0,0.022583008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-14,6.250000000,15.227719828,24.655852153,4.626962077,2.765516459,0,3.381022135,0,6.233805339,5.964572449,0,0,0,0,0,0,0.027510986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-15,6.250000000,20.077257182,17.259693298,4.701018270,3.680230001,0,1.454114990,0,6.955457865,9.375000000,0,0,0,0,0,0,0.059362386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552973938,0,0,0,0,0,0
2013-02-16,6.250000000,14.562138265,14.828052673,3.307151489,1.619701233,0,0,0,4.687500000,9.375000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-17,6.301577047,17.655734558,14.006004028,2.772528585,7.044415588,0,0.754326681,0,5.183458150,12.088595886,0.299886068,0,0,0,0,0,0,0.176106771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-18,6.250000000,17.020146281,10.094907532,3.449575806,17.040093384,0,2.343750000,0,9.093343099,8.133355001,0,0,0,0,0,0,0.051947734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-19,2.207031250,15.385380249,7.214879862,4.719247538,16.493453267,0.071469930,2.098510742,0,9.160373128,7.608832397,0,0,0,0.009806315,1.529825846,0,0.628345642,0.065266927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-20,0.440248820,16.237991943,4.354166463,5.487376811,12.965115153,0,2.561564128,0,8.711995544,9.375000000,0,0,0,2.325358073,2.180126038,0,0.298665365,1.041503906,0,0,0,0,0,0,0,0,0,0,0,0,0.115772400,0,0,0,0,0,0,0,0,0
2013-02-21,0.380063680,11.587465820,0.938512675,5.502315165,8.082374878,0,2.303955180,0,9.888509115,6.024631042,0,0,0,3.597493490,0.588017171,0,0,0.561197917,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0.026308390,0,0,0,0,0,0
2013-02-22,4.181857605,15.505877584,4.352756144,4.878228149,8.303349101,0,1.853908997,0,9.697998047,0,0,0,0,4.692626953,2.734375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0
2013-02-23,6.822699585,14.750895182,9.329861145,5.225965678,6.707483419,0.029079895,2.220269063,0,6.282850444,0,0,0,0,1.228230794,2.157909241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104157613,0,0,0.048588460,0,0,0,0,0,0
2013-02-24,5.366753438,15.450249634,8.849645793,5.130095215,9.427517395,0.416811320,0.245754700,0,3.269938151,0,0,0,0,0.940144857,3.080381063,0,0,0.381998698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006465251,0,0,0,0,0,0
2013-02-25,1.052155558,12.282443644,12.500651042,4.634440409,7.921658020,9.371961772,0.643188477,0,6.286838074,0,0,0,0,0,5.371369527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096137187,0,0,0,0,0,0,0,0,0
2013-02-26,0.360677185,12.114393311,12.878435872,3.805840454,5.080457967,1.054542847,1.171875000,0,4.192762553,0,0,0,0,0,0.334581197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189249674,0,0.166625977,0,0,0,0,0,0,0
2013-02-27,4.676432292,12.048086650,13.228660278,3.517338460,6.087709656,0.412760315,1.260470886,0,4.472439270,0,0,0,0,0,0,0,0.013676351,0.807617188,0,0,0,0,0,0,0,0,0,0,0,0,0.184208679,0,0.197631836,0,0,0,0,0,0,0
2013-02-28,10.478660278,16.671106364,16.936704508,4.766018270,7.299985453,5.992621562,0.336629232,0,3.807834167,0,0.120442708,0,0,0.050944010,1.484664307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169411011,0,0,0,0,0,0,0,0,0
2013-03-01,5.033347778,12.229501343,13.852756042,4.739357605,10.854690959,13.494646912,0.699856160,0,0.029134115,1.010036926,0,0,0,0,8.203125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130389201,0,0,0,0,0,0,0,0,0
2013-03-02,4.763020833,10.812653707,13.308268331,3.988615723,13.467755330,0.011140035,1.171875000,0,2.340955912,4.687500000,0,0,0,0,8.203125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-03,0,6.272705078,8.161277466,2.312251383,1.897044983,0,1.171875000,0,2.315321147,4.687500000,0,0,0,0,7.596309001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-04,8.549623718,10.082664083,6.754919027,2.312956441,6.762351685,6.561342570,1.218465169,0,0.441162109,4.687500000,0,0,0,0,5.468750000,0,0.201687317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054312236,0,0,0,0,0,0,0,0,0
2013-03-05,11.592592468,21.088614095,5.079065145,4.176097514,6.727394206,9.600260417,0.485772095,0,2.334716797,4.687500000,0,0,0,0,1.820638021,0,0.088478394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035063477,0,0,0.540143026,0,0,0,0,0,0
2013-03-06,2.564814758,21.133526917,4.326208089,4.655454508,5.218171387,12.610966492,0,0,2.668077291,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,1.135986328,0,0,0,0,0,0,0,0.187047933,0,0,0.148252157,0,0,0,0,0,0
2013-03-07,7.704643962,21.707338460,6.855034485,4.644423014,5.498119202,7.378616943,0.212022603,0,2.386990051,4.687500000,0,0,0,0,0,0,0.072767436,0,0,0,0,0,7.031250000,0,0,0,0,0,0,0,0.047713623,0,0,1.000664571,0,0,0,0,0,0
2013-03-08,2.344618022,22.768111776,9.884548747,4.497395935,5.828414408,12.513165487,0.055853882,0,3.253146667,4.687500000,0,0,0,0,0,0,0.035603841,0,0,0,0,0,2.386067708,0,0,0,0,0,0,0,0,0,0,0.077831116,0,0,0,0,0,0
2013-03-09,12.502097778,14.578097839,17.449869690,4.882138977,2.002495626,5.207754618,0,0.044849548,6.047932841,1.447157084,0,0,0,0,0.519436340,0,0,0,0,0,0,0,1.608723958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-10,6.906778405,10.745027492,13.136548913,4.194713612,0.096259766,12.163949240,0,0,5.110592094,0,0,0,0,0,2.508590884,0,0,0,0,0,0,0,6.577785326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-11,15.282045695,5.452790527,7.688621318,2.511347961,3.403374430,5.719328715,0.032552083,0,2.605685730,0,0,0,0,0.876668294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-12,26.506365763,2.116436971,5.477611389,1.020010274,6.883119914,0,0,0,0.001925964,0,0,0,0,6.100382487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-13,0.644820557,9.717321269,5.236906738,1.920671997,2.154314982,7.975405070,0.000257670,0,0,0.115722656,0,0,0,0.898600260,0.981273499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.828464050,0,0,0,0,0,0,0,0
2013-03-14,1.642722778,30.123236593,14.313331909,4.705213725,2.039370015,18.579571737,0.002739868,0,0.523681641,0,0,0,0,3.541788737,2.734216715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-15,1.937934062,28.438160197,15.082465210,4.706493225,3.043438822,15.538049723,0.118014933,0,4.434977214,0,0,0,0,5.532470703,2.293045654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-16,6.229817708,23.888617655,10.745406494,4.694304301,1.747287394,12.924045105,4.842203776,0,2.067491252,0,0,0,0,0,3.160924886,0,0.511293742,0,0,0,0,0,0,0,0,0,8.676784973,0,0,0,0,0,0,0.012482808,0,0,0,0,0,0
2013-03-17,8.592737325,24.389015503,7.612340902,3.978900045,2.984845072,5.696469828,2.903998413,0,1.554606222,0,0,0,0,0,2.648102926,0,1.357987061,0,0,0,0,0,0,0,0,0,0.375908712,0,0,0,0,0,0,0.156756388,0,0,0,0,0,0
2013-03-18,9.094401042,40.971643677,14.026186320,3.641836446,4.131239217,0,1.138373515,0,3.999945780,0,1.126076050,0,0,1.939493815,2.615632222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182716675,0,0,0,0,0,0
2013-03-19,7.391926982,42.287073161,9.727322083,3.135064189,4.503255107,3.001157430,0.422349752,0,1.963134766,0,2.614881592,0,0,0.999104818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074858602,0,0,0.182816162,0,0,0,0,0,0
2013-03-20,10.793113302,46.588695272,8.953739929,4.303516439,7.459418437,0.002604167,1.536905924,0,0.198757629,0,2.930049235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182535807,0,0,0,0,0,0,0,0,0
2013-03-21,12.194733785,24.105061951,6.601056315,2.506533000,14.791033732,0.001157430,3.722629089,0,0.870686849,0,0,0,0,0,0,0,0,12.286946615,0,0,0,0,0,0,0,0,0,0,0,0,0.148432922,0,0,0,0,0,0,0,0,0
2013-03-22,4.453776042,30.888319194,8.791883647,2.652872518,18.914821981,0,5.028171183,0,2.631917318,0.021050313,0,0,0,0,0,0,0,8.453125000,0,0,0,0,0,0,0,0,0,0,0,0,0.096503296,0,0,0,0,0,0,0,0,0
2013-03-23,6.175419515,32.685248515,6.250000000,2.453242594,14.041015625,0,0.573323568,0,2.050157369,4.687500000,0,0,0,0,0,0,0,10.487467448,0,0,0,0,0,0,0,0,0,0,0,0,0.130506694,0,0,0,0,0,0,0,0,0
2013-03-24,4.805700277,22.206072795,8.401258850,3.263341777,11.822048543,0,1.466295064,0,5.366672058,4.687500000,0,0,0,0,0,0,0,14.061523438,0,0,0,0,0,0,0,0,0,0,0,0,0.097760213,0,0,0,0,0,0,0,0,0
