title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[16] Number of Jobs Running","[32] Number of Jobs Running","[8] Number of Jobs Running","[6] Number of Jobs Running","[3] Number of Jobs Running","[64] Number of Jobs Running","[5] Number of Jobs Running","[10] Number of Jobs Running","[7] Number of Jobs Running","[12] Number of Jobs Running","[36] Number of Jobs Running","[20] Number of Jobs Running","[128] Number of Jobs Running","[256] Number of Jobs Running","[15] Number of Jobs Running","[9] Number of Jobs Running","[11] Number of Jobs Running","[24] Number of Jobs Running","[13] Number of Jobs Running","[31] Number of Jobs Running","[48] Number of Jobs Running","[30] Number of Jobs Running","[25] Number of Jobs Running","[61] Number of Jobs Running","[100] Number of Jobs Running","[60] Number of Jobs Running","[40] Number of Jobs Running","[150] Number of Jobs Running","[18] Number of Jobs Running","[50] Number of Jobs Running","[14] Number of Jobs Running","[240] Number of Jobs Running","[90] Number of Jobs Running","[66] Number of Jobs Running","[181] Number of Jobs Running","[183] Number of Jobs Running","[512] Number of Jobs Running","[45] Number of Jobs Running","[384] Number of Jobs Running","[80] Number of Jobs Running","[120] Number of Jobs Running","[28] Number of Jobs Running","[250] Number of Jobs Running","[22] Number of Jobs Running","[19] Number of Jobs Running","[96] Number of Jobs Running","[26] Number of Jobs Running","[42] Number of Jobs Running","[54] Number of Jobs Running","[106] Number of Jobs Running","[63] Number of Jobs Running","[17] Number of Jobs Running","[35] Number of Jobs Running","[72] Number of Jobs Running","[212] Number of Jobs Running","[125] Number of Jobs Running","[1024] Number of Jobs Running","[75] Number of Jobs Running","[81] Number of Jobs Running","[62] Number of Jobs Running","[248] Number of Jobs Running","[220] Number of Jobs Running","[135] Number of Jobs Running","[38] Number of Jobs Running","[34] Number of Jobs Running","[99] Number of Jobs Running","[226] Number of Jobs Running","[375] Number of Jobs Running","[49] Number of Jobs Running","[144] Number of Jobs Running","[33] Number of Jobs Running","[160] Number of Jobs Running","[110] Number of Jobs Running","[122] Number of Jobs Running","[39] Number of Jobs Running","[192] Number of Jobs Running","[252] Number of Jobs Running","[117] Number of Jobs Running","[162] Number of Jobs Running","[51] Number of Jobs Running","[78] Number of Jobs Running","[27] Number of Jobs Running","[200] Number of Jobs Running","[56] Number of Jobs Running","[23] Number of Jobs Running","[21] Number of Jobs Running","[204] Number of Jobs Running","[52] Number of Jobs Running","[57] Number of Jobs Running","[84] Number of Jobs Running","[29] Number of Jobs Running","[43] Number of Jobs Running","[112] Number of Jobs Running","[44] Number of Jobs Running","[216] Number of Jobs Running","[148] Number of Jobs Running","[180] Number of Jobs Running","[46] Number of Jobs Running","[76] Number of Jobs Running","[70] Number of Jobs Running","[140] Number of Jobs Running","[65] Number of Jobs Running","[225] Number of Jobs Running","[174] Number of Jobs Running","[101] Number of Jobs Running","[188] Number of Jobs Running","[224] Number of Jobs Running","[2048] Number of Jobs Running","[82] Number of Jobs Running","[157] Number of Jobs Running","[108] Number of Jobs Running","[47] Number of Jobs Running","[93] Number of Jobs Running","[139] Number of Jobs Running","[98] Number of Jobs Running","[105] Number of Jobs Running","[37] Number of Jobs Running","[41] Number of Jobs Running","[121] Number of Jobs Running","[500] Number of Jobs Running","[124] Number of Jobs Running","[171] Number of Jobs Running","[210] Number of Jobs Running","[705] Number of Jobs Running","[55] Number of Jobs Running","[68] Number of Jobs Running","[147] Number of Jobs Running","[152] Number of Jobs Running","[83] Number of Jobs Running","[86] Number of Jobs Running","[129] Number of Jobs Running","[136] Number of Jobs Running","[400] Number of Jobs Running","[126] Number of Jobs Running","[138] Number of Jobs Running","[196] Number of Jobs Running","[243] Number of Jobs Running","[255] Number of Jobs Running","[2000] Number of Jobs Running","[69] Number of Jobs Running","[114] Number of Jobs Running","[169] Number of Jobs Running","[59] Number of Jobs Running","[87] Number of Jobs Running","[113] Number of Jobs Running","[153] Number of Jobs Running","[58] Number of Jobs Running","[92] Number of Jobs Running","[94] Number of Jobs Running","[161] Number of Jobs Running","[207] Number of Jobs Running","[640] Number of Jobs Running","[111] Number of Jobs Running","[119] Number of Jobs Running","[123] Number of Jobs Running","[146] Number of Jobs Running","[155] Number of Jobs Running","[170] Number of Jobs Running","[195] Number of Jobs Running","[53] Number of Jobs Running","[71] Number of Jobs Running","[102] Number of Jobs Running","[131] Number of Jobs Running","[132] Number of Jobs Running","[142] Number of Jobs Running","[175] Number of Jobs Running","[176] Number of Jobs Running","[187] Number of Jobs Running","[197] Number of Jobs Running","[211] Number of Jobs Running","[233] Number of Jobs Running","[234] Number of Jobs Running","[768] Number of Jobs Running","[800] Number of Jobs Running","[88] Number of Jobs Running","[97] Number of Jobs Running","[103] Number of Jobs Running","[107] Number of Jobs Running","[115] Number of Jobs Running","[127] Number of Jobs Running","[130] Number of Jobs Running","[133] Number of Jobs Running","[145] Number of Jobs Running","[159] Number of Jobs Running","[163] Number of Jobs Running","[168] Number of Jobs Running","[173] Number of Jobs Running","[191] Number of Jobs Running","[194] Number of Jobs Running","[203] Number of Jobs Running","[209] Number of Jobs Running","[218] Number of Jobs Running","[237] Number of Jobs Running","[241] Number of Jobs Running","[320] Number of Jobs Running","[350] Number of Jobs Running","[625] Number of Jobs Running","[864] Number of Jobs Running"
2013-08-01,12394,667,919,2525,75,253,307,402,77,108,45,8,39,0,25,14,5,13,8,5,0,6,33,9,25,1,0,1,7,1,7,22,1,12,0,0,0,0,0,1,2,0,0,3,0,5,2,1,2,0,0,0,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-02,8622,607,1147,3015,73,275,282,407,49,151,60,9,54,0,25,30,10,11,4,1,7,8,62,24,42,0,51,1,1,2,3,8,0,3,0,0,0,0,0,0,1,0,0,1,0,5,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-03,12630,322,838,793,52,325,343,597,30,10,52,6,22,5,44,21,28,8,7,4,0,11,13,13,16,1,11,8,2,0,6,21,0,0,0,0,0,0,0,14,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-04,7362,2734,1207,981,10,322,325,595,29,38,107,6,22,3,42,18,21,11,2,91,0,6,22,4,30,2,0,29,3,0,16,36,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-05,3981,946,1008,893,65,197,264,489,32,18,44,17,15,1,26,26,23,6,15,14,0,4,17,2,15,1,0,4,0,0,0,5,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-06,303,65,327,241,9,44,93,166,4,0,2,5,3,0,11,4,4,0,0,0,0,1,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-07,2302,1251,302,165,39,213,39,124,42,12,54,13,35,51,24,29,29,17,18,25,0,13,2,0,20,7,0,3,1,3,2,3,3,1,0,0,0,0,0,1,9,0,0,0,0,3,0,0,2,0,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-08,1635,883,204,105,57,140,26,181,35,10,62,4,21,83,8,24,13,13,3,16,2,4,2,1,16,0,0,6,4,4,0,6,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-09,1345,1186,527,178,34,138,119,187,31,18,56,14,26,74,66,15,17,28,25,27,1,6,2,0,18,2,0,3,10,10,0,12,9,8,0,0,0,0,0,25,2,0,2,0,0,0,0,5,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-10,951,565,452,296,24,166,232,209,33,16,67,10,8,0,5,13,8,15,2,2,7,0,3,0,13,6,0,3,9,6,0,8,3,8,0,0,0,0,0,17,2,0,5,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
