title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[6] Number of Jobs Running","[8] Number of Jobs Running","[16] Number of Jobs Running","[5] Number of Jobs Running","[3] Number of Jobs Running","[32] Number of Jobs Running","[10] Number of Jobs Running","[64] Number of Jobs Running","[9] Number of Jobs Running","[12] Number of Jobs Running","[7] Number of Jobs Running","[54] Number of Jobs Running","[36] Number of Jobs Running","[256] Number of Jobs Running","[128] Number of Jobs Running","[20] Number of Jobs Running","[110] Number of Jobs Running","[15] Number of Jobs Running","[24] Number of Jobs Running","[14] Number of Jobs Running","[13] Number of Jobs Running","[18] Number of Jobs Running","[30] Number of Jobs Running","[48] Number of Jobs Running","[25] Number of Jobs Running","[22] Number of Jobs Running","[40] Number of Jobs Running","[17] Number of Jobs Running","[80] Number of Jobs Running","[21] Number of Jobs Running","[181] Number of Jobs Running","[11] Number of Jobs Running","[163] Number of Jobs Running","[50] Number of Jobs Running","[43] Number of Jobs Running","[1024] Number of Jobs Running","[27] Number of Jobs Running","[60] Number of Jobs Running","[45] Number of Jobs Running","[55] Number of Jobs Running","[160] Number of Jobs Running","[96] Number of Jobs Running","[90] Number of Jobs Running","[100] Number of Jobs Running","[42] Number of Jobs Running","[56] Number of Jobs Running","[75] Number of Jobs Running","[41] Number of Jobs Running","[250] Number of Jobs Running","[91] Number of Jobs Running","[140] Number of Jobs Running","[63] Number of Jobs Running","[19] Number of Jobs Running","[65] Number of Jobs Running","[512] Number of Jobs Running","[39] Number of Jobs Running","[62] Number of Jobs Running","[72] Number of Jobs Running","[188] Number of Jobs Running","[28] Number of Jobs Running","[144] Number of Jobs Running","[217] Number of Jobs Running","[192] Number of Jobs Running","[200] Number of Jobs Running","[35] Number of Jobs Running","[79] Number of Jobs Running","[33] Number of Jobs Running","[57] Number of Jobs Running","[81] Number of Jobs Running","[108] Number of Jobs Running","[70] Number of Jobs Running","[118] Number of Jobs Running","[150] Number of Jobs Running","[23] Number of Jobs Running","[52] Number of Jobs Running","[88] Number of Jobs Running","[120] Number of Jobs Running","[34] Number of Jobs Running","[46] Number of Jobs Running","[138] Number of Jobs Running","[129] Number of Jobs Running","[127] Number of Jobs Running","[44] Number of Jobs Running","[224] Number of Jobs Running","[216] Number of Jobs Running","[641] Number of Jobs Running","[648] Number of Jobs Running","[84] Number of Jobs Running","[130] Number of Jobs Running","[26] Number of Jobs Running","[68] Number of Jobs Running","[126] Number of Jobs Running","[157] Number of Jobs Running","[236] Number of Jobs Running","[51] Number of Jobs Running","[257] Number of Jobs Running","[37] Number of Jobs Running","[252] Number of Jobs Running","[94] Number of Jobs Running","[255] Number of Jobs Running","[58] Number of Jobs Running","[123] Number of Jobs Running","[240] Number of Jobs Running","[38] Number of Jobs Running","[125] Number of Jobs Running","[69] Number of Jobs Running","[161] Number of Jobs Running","[67] Number of Jobs Running","[82] Number of Jobs Running","[205] Number of Jobs Running","[513] Number of Jobs Running","[47] Number of Jobs Running","[133] Number of Jobs Running","[196] Number of Jobs Running","[109] Number of Jobs Running","[119] Number of Jobs Running","[156] Number of Jobs Running","[166] Number of Jobs Running","[176] Number of Jobs Running","[172] Number of Jobs Running","[179] Number of Jobs Running","[112] Number of Jobs Running","[116] Number of Jobs Running","[86] Number of Jobs Running","[29] Number of Jobs Running","[31] Number of Jobs Running","[49] Number of Jobs Running","[186] Number of Jobs Running","[211] Number of Jobs Running","[640] Number of Jobs Running","[1009] Number of Jobs Running","[53] Number of Jobs Running","[66] Number of Jobs Running","[113] Number of Jobs Running","[208] Number of Jobs Running","[220] Number of Jobs Running","[95] Number of Jobs Running","[132] Number of Jobs Running","[1000] Number of Jobs Running","[180] Number of Jobs Running","[59] Number of Jobs Running","[83] Number of Jobs Running","[106] Number of Jobs Running","[136] Number of Jobs Running","[225] Number of Jobs Running","[76] Number of Jobs Running","[77] Number of Jobs Running","[124] Number of Jobs Running","[248] Number of Jobs Running","[254] Number of Jobs Running","[78] Number of Jobs Running","[247] Number of Jobs Running","[1728] Number of Jobs Running","[71] Number of Jobs Running","[73] Number of Jobs Running","[98] Number of Jobs Running","[939] Number of Jobs Running","[93] Number of Jobs Running","[99] Number of Jobs Running","[155] Number of Jobs Running","[170] Number of Jobs Running","[230] Number of Jobs Running","[384] Number of Jobs Running","[896] Number of Jobs Running","[61] Number of Jobs Running","[143] Number of Jobs Running","[175] Number of Jobs Running","[190] Number of Jobs Running","[193] Number of Jobs Running","[195] Number of Jobs Running","[210] Number of Jobs Running","[212] Number of Jobs Running","[227] Number of Jobs Running","[253] Number of Jobs Running","[508] Number of Jobs Running","[2048] Number of Jobs Running","[85] Number of Jobs Running","[87] Number of Jobs Running","[104] Number of Jobs Running","[135] Number of Jobs Running","[162] Number of Jobs Running","[167] Number of Jobs Running","[576] Number of Jobs Running","[769] Number of Jobs Running","[102] Number of Jobs Running","[105] Number of Jobs Running","[107] Number of Jobs Running","[134] Number of Jobs Running","[145] Number of Jobs Running","[189] Number of Jobs Running","[204] Number of Jobs Running","[238] Number of Jobs Running","[241] Number of Jobs Running","[249] Number of Jobs Running","[251] Number of Jobs Running","[320] Number of Jobs Running","[600] Number of Jobs Running","[1501] Number of Jobs Running","[74] Number of Jobs Running","[89] Number of Jobs Running","[92] Number of Jobs Running","[103] Number of Jobs Running","[111] Number of Jobs Running","[114] Number of Jobs Running","[115] Number of Jobs Running","[142] Number of Jobs Running","[148] Number of Jobs Running","[149] Number of Jobs Running","[152] Number of Jobs Running","[165] Number of Jobs Running","[168] Number of Jobs Running","[183] Number of Jobs Running","[185] Number of Jobs Running","[207] Number of Jobs Running","[213] Number of Jobs Running","[215] Number of Jobs Running","[221] Number of Jobs Running","[222] Number of Jobs Running","[233] Number of Jobs Running","[235] Number of Jobs Running","[245] Number of Jobs Running","[288] Number of Jobs Running","[390] Number of Jobs Running","[400] Number of Jobs Running","[432] Number of Jobs Running","[960] Number of Jobs Running","[1018] Number of Jobs Running","[2000] Number of Jobs Running"
2016-02-01,2559,369,484,151,215,198,46,68,90,52,66,8,25,16,0,2,22,15,18,0,9,13,22,4,9,8,7,3,1,13,0,14,7,0,20,8,5,0,0,0,0,0,2,0,3,0,0,2,4,2,0,1,40,0,3,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-02,2003,453,551,125,205,145,57,55,75,83,42,57,22,13,0,3,32,6,23,0,15,15,17,1,10,4,10,1,0,8,11,10,6,0,13,5,2,0,0,0,0,0,3,2,6,0,0,12,2,2,0,1,20,0,3,0,6,4,0,2,0,0,3,0,20,0,0,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-03,2374,230,404,49,154,201,179,73,54,35,34,26,21,27,0,0,16,9,67,0,6,18,8,5,8,8,6,8,0,9,10,5,3,0,0,2,2,0,1,0,1,0,1,0,3,0,0,6,0,1,0,1,0,0,1,0,0,2,0,1,0,0,5,0,50,0,1,0,0,0,0,1,0,0,0,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2016-02-04,3232,333,326,28,164,210,166,104,67,83,17,40,16,18,0,2,20,12,66,1,9,15,8,7,12,10,12,0,0,8,5,7,4,0,0,2,1,0,4,0,1,0,1,2,4,0,0,1,0,3,4,0,0,1,2,1,0,2,2,2,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,1,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-05,1468,289,294,35,159,192,70,143,49,45,20,44,20,16,0,2,1,10,27,0,13,11,11,3,5,5,8,1,0,8,4,7,2,2,0,1,2,0,2,0,1,0,1,1,1,0,0,0,1,3,2,0,20,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-06,1872,333,395,37,322,169,32,89,65,47,33,67,12,15,0,5,3,9,19,0,7,7,8,3,0,1,1,0,0,8,1,7,3,0,2,1,2,0,0,0,1,0,1,1,1,0,0,0,2,6,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-07,1704,435,421,45,197,138,29,39,55,34,41,121,17,13,0,0,6,10,29,0,9,7,11,1,5,20,4,0,0,9,1,12,5,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-08,3095,566,716,554,302,215,54,141,46,68,42,158,29,11,0,11,2,10,36,0,24,9,7,0,17,7,3,0,0,5,3,12,3,2,0,0,0,0,0,0,0,0,1,0,3,0,0,3,1,3,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-09,2236,499,570,417,285,157,70,81,21,75,31,38,17,8,0,15,6,15,29,0,10,9,5,2,5,16,0,1,0,7,6,5,4,0,6,0,0,0,0,0,0,0,1,0,9,0,1,1,0,1,0,0,0,0,2,1,1,0,2,1,0,1,4,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-10,1992,357,447,43,222,180,22,82,16,68,20,33,44,9,0,2,16,7,39,0,6,7,8,1,0,13,3,1,0,6,0,5,2,0,1,0,1,0,1,0,0,0,0,0,17,0,1,2,1,0,4,4,1,0,1,1,2,2,2,1,0,1,4,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,3,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
