90%_Confidence_Interval,Job_ID,Predicted_Wait_Time,Processors,Requested_Wall_Time,Resource,Submit_Date,Submit_Time_(CDT),Actual_Wait_Time,Actual_Execution_Time,Actual_Queue_Time
23:24:44,7568081,39:00:20,64,00:31:00,stampede.tacc.xsede.org,08/31/2016,23:18:33,25599.026760816574,1800,23799.026760816574
06:45:22,7568342,12:20:55,16,00:31:00,stampede.tacc.xsede.org,09/01/2016,06:25:15,4543.304491996765,1800,2743.304491996765
01:46:30,7568376,07:54:32,64,00:31:00,stampede.tacc.xsede.org,09/01/2016,07:40:59,3101.872442007065,1800,1301.8724420070648
01:53:57,7568446,05:56:07,256,00:31:00,stampede.tacc.xsede.org,09/01/2016,08:32:45,4465.511241912842,1800,2665.511241912842
01:55:11,7568925,05:40:32,16,00:31:00,stampede.tacc.xsede.org,09/01/2016,09:47:17,7506.313069820404,1800,5706.313069820404
01:33:22,7569376,06:31:22,64,00:31:00,stampede.tacc.xsede.org,09/01/2016,11:52:27,39527.109860897064,1800,37727.109860897064
21:03:33,7571661,24:25:49,16,00:31:00,stampede.tacc.xsede.org,09/01/2016,22:51:17,38255.18937587738,1800,36455.18937587738
01:48:41,7572444,04:53:03,128,00:31:00,stampede.tacc.xsede.org,09/02/2016,09:28:54,3147.3202509880066,1800,1347.3202509880066
01:35:11,7572722,03:42:18,64,00:31:00,stampede.tacc.xsede.org,09/02/2016,10:21:28,1906.5780711174011,1800,106.57807111740112
0,7572834,0,128,00:31:00,stampede.tacc.xsede.org,09/02/2016,10:53:28,1925.0941531658173,1800,125.09415316581726
06:33:55,7572913,10:57:35,16,00:31:00,stampede.tacc.xsede.org,09/02/2016,11:25:36,19484.69447207451,1800,17684.69447207451
01:39:21,7573960,08:48:49,16,00:31:00,stampede.tacc.xsede.org,09/02/2016,16:50:17,24655.330456972122,1800,22855.330456972122
02:15:30,7574808,04:39:26,16,00:31:00,stampede.tacc.xsede.org,09/02/2016,23:41:21,7962.43988609314,1800,6162.43988609314
09:02:17,7574975,09:48:47,128,00:31:00,stampede.tacc.xsede.org,09/03/2016,01:54:05,7045.61772108078,1800,5245.61772108078
09:05:35,7575153,10:03:37,128,00:31:00,stampede.tacc.xsede.org,09/03/2016,03:51:37,4029.673069000244,1800,2229.673069000244
01:40:48,7575172,02:40:20,256,00:31:00,stampede.tacc.xsede.org,09/03/2016,04:58:51,12883.16790008545,1800,11083.16790008545
01:39:32,7575325,01:33:29,32,00:31:00,stampede.tacc.xsede.org,09/03/2016,08:33:37,3056.315325021744,1800,1256.3153250217438
0,7575493,0,16,00:31:00,stampede.tacc.xsede.org,09/03/2016,09:24:38,1845.5847971439362,1800,45.58479714393616
0,7575613,0,16,00:31:00,stampede.tacc.xsede.org,09/03/2016,09:55:27,1829.6531319618225,1800,29.65313196182251
