90%_Confidence_Interval,Job_ID,Predicted_Wait_Time,Processors,Requested_Wall_Time,Resource,Submit_Date,Submit_Time_(CDT),Actual_Wait_Time,Actual_Execution_Time,Actual_Queue_Time
0,7561385,0,128,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:21:37,389.01384592056274,300,89.01384592056274
0,7561425,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:28:09,325.3627231121063,300,25.362723112106323
01:41:32,7561453,00:25:55,64,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:33:37,521.4249420166016,300,221.42494201660156
0,7561530,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:42:24,335.3823289871216,300,35.38232898712158
0,7561577,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:48:04,334.6383910179138,300,34.63839101791382
0,7561660,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:53:40,327.3432500362396,300,27.343250036239624
0,7561723,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,16:59:16,340.07861590385437,300,40.07861590385437
0,7561775,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:04:59,353.0048689842224,300,53.00486898422241
0,7561834,0,256,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:10:56,353.0529251098633,300,53.05292510986328
0,7561868,0,64,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:16:52,340.2511999607086,300,40.25119996070862
0,7561914,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:22:36,334.7181031703949,300,34.7181031703949
0,7561962,0,64,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:28:17,334.1555438041687,300,34.1555438041687
0,7561989,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:33:52,329.2142241001129,300,29.214224100112915
0,7562023,0,256,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:39:25,348.5531380176544,300,48.55313801765442
11:16:56,7562050,05:10:53,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:45:17,351.65786504745483,300,51.657865047454834
0,7562074,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:51:12,356.92662620544434,300,56.926626205444336
0,7562112,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,17:57:14,358.1170220375061,300,58.1170220375061
11:43:55,7562129,04:11:40,128,00:06:00,stampede.tacc.xsede.org,08/30/2016,18:03:14,732.5712280273438,300,432.57122802734375
0,7562166,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,18:15:32,338.85130500793457,300,38.85130500793457
0,7562748,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,20:23:43,323.12827706336975,300,23.12827706336975
0,7562758,0,16,00:06:00,stampede.tacc.xsede.org,08/30/2016,20:29:16,335.4632239341736,300,35.463223934173584
0,7562769,0,64,00:06:00,stampede.tacc.xsede.org,08/30/2016,20:34:54,336.6401250362396,300,36.640125036239624
