Day,[1] Number of Jobs Submitted,[2] Number of Jobs Submitted,[8] Number of Jobs Submitted,[4] Number of Jobs Submitted,[16] Number of Jobs Submitted,[3] Number of Jobs Submitted,[6] Number of Jobs Submitted,[32] Number of Jobs Submitted,[10] Number of Jobs Submitted,[64] Number of Jobs Submitted,[9] Number of Jobs Submitted,[5] Number of Jobs Submitted,[20] Number of Jobs Submitted,[36] Number of Jobs Submitted,[12] Number of Jobs Submitted,[14] Number of Jobs Submitted,[256] Number of Jobs Submitted,[128] Number of Jobs Submitted,[11] Number of Jobs Submitted,[7] Number of Jobs Submitted,[40] Number of Jobs Submitted,[217] Number of Jobs Submitted,[15] Number of Jobs Submitted,[24] Number of Jobs Submitted,[13] Number of Jobs Submitted,[30] Number of Jobs Submitted,[80] Number of Jobs Submitted,[48] Number of Jobs Submitted,[60] Number of Jobs Submitted,[163] Number of Jobs Submitted,[18] Number of Jobs Submitted,[17] Number of Jobs Submitted,[25] Number of Jobs Submitted,[91] Number of Jobs Submitted,[100] Number of Jobs Submitted,[96] Number of Jobs Submitted,[384] Number of Jobs Submitted,[63] Number of Jobs Submitted,[34] Number of Jobs Submitted,[50] Number of Jobs Submitted,[42] Number of Jobs Submitted,[35] Number of Jobs Submitted,[1024] Number of Jobs Submitted,[125] Number of Jobs Submitted,[512] Number of Jobs Submitted,[144] Number of Jobs Submitted,[160] Number of Jobs Submitted,[255] Number of Jobs Submitted,[45] Number of Jobs Submitted,[72] Number of Jobs Submitted,[23] Number of Jobs Submitted,[56] Number of Jobs Submitted,[21] Number of Jobs Submitted,[200] Number of Jobs Submitted,[57] Number of Jobs Submitted,[181] Number of Jobs Submitted,[28] Number of Jobs Submitted,[26] Number of Jobs Submitted,[33] Number of Jobs Submitted,[19] Number of Jobs Submitted,[250] Number of Jobs Submitted,[216] Number of Jobs Submitted,[108] Number of Jobs Submitted,[75] Number of Jobs Submitted,[55] Number of Jobs Submitted,[27] Number of Jobs Submitted,[120] Number of Jobs Submitted,[29] Number of Jobs Submitted,[65] Number of Jobs Submitted,[68] Number of Jobs Submitted,[127] Number of Jobs Submitted,[44] Number of Jobs Submitted,[62] Number of Jobs Submitted,[66] Number of Jobs Submitted,[47] Number of Jobs Submitted,[103] Number of Jobs Submitted,[224] Number of Jobs Submitted,[70] Number of Jobs Submitted,[79] Number of Jobs Submitted,[179] Number of Jobs Submitted,[225] Number of Jobs Submitted,[192] Number of Jobs Submitted,[67] Number of Jobs Submitted,[73] Number of Jobs Submitted,[84] Number of Jobs Submitted,[138] Number of Jobs Submitted,[22] Number of Jobs Submitted,[150] Number of Jobs Submitted,[38] Number of Jobs Submitted,[112] Number of Jobs Submitted,[113] Number of Jobs Submitted,[165] Number of Jobs Submitted,[43] Number of Jobs Submitted,[140] Number of Jobs Submitted,[180] Number of Jobs Submitted,[54] Number of Jobs Submitted,[90] Number of Jobs Submitted,[105] Number of Jobs Submitted,[53] Number of Jobs Submitted,[124] Number of Jobs Submitted,[188] Number of Jobs Submitted,[240] Number of Jobs Submitted,[126] Number of Jobs Submitted,[39] Number of Jobs Submitted,[158] Number of Jobs Submitted,[168] Number of Jobs Submitted,[81] Number of Jobs Submitted,[83] Number of Jobs Submitted,[98] Number of Jobs Submitted,[37] Number of Jobs Submitted,[116] Number of Jobs Submitted,[133] Number of Jobs Submitted,[46] Number of Jobs Submitted,[135] Number of Jobs Submitted,[252] Number of Jobs Submitted,[52] Number of Jobs Submitted,[118] Number of Jobs Submitted,[132] Number of Jobs Submitted,[166] Number of Jobs Submitted,[185] Number of Jobs Submitted,[768] Number of Jobs Submitted,[243] Number of Jobs Submitted,[172] Number of Jobs Submitted,[545] Number of Jobs Submitted,[129] Number of Jobs Submitted,[864] Number of Jobs Submitted,[31] Number of Jobs Submitted,[82] Number of Jobs Submitted,[136] Number of Jobs Submitted,[147] Number of Jobs Submitted,[151] Number of Jobs Submitted,[186] Number of Jobs Submitted,[211] Number of Jobs Submitted,[248] Number of Jobs Submitted,[320] Number of Jobs Submitted,[49] Number of Jobs Submitted,[59] Number of Jobs Submitted,[76] Number of Jobs Submitted,[119] Number of Jobs Submitted,[122] Number of Jobs Submitted,[130] Number of Jobs Submitted,[152] Number of Jobs Submitted,[161] Number of Jobs Submitted,[190] Number of Jobs Submitted,[198] Number of Jobs Submitted,[51] Number of Jobs Submitted,[85] Number of Jobs Submitted,[94] Number of Jobs Submitted,[223] Number of Jobs Submitted,[41] Number of Jobs Submitted,[77] Number of Jobs Submitted,[88] Number of Jobs Submitted,[93] Number of Jobs Submitted,[131] Number of Jobs Submitted,[175] Number of Jobs Submitted,[218] Number of Jobs Submitted,[231] Number of Jobs Submitted,[244] Number of Jobs Submitted,[253] Number of Jobs Submitted,[269] Number of Jobs Submitted,[549] Number of Jobs Submitted,[58] Number of Jobs Submitted,[61] Number of Jobs Submitted,[74] Number of Jobs Submitted,[95] Number of Jobs Submitted,[97] Number of Jobs Submitted,[109] Number of Jobs Submitted,[110] Number of Jobs Submitted,[123] Number of Jobs Submitted,[153] Number of Jobs Submitted,[162] Number of Jobs Submitted,[203] Number of Jobs Submitted,[238] Number of Jobs Submitted,[249] Number of Jobs Submitted,[540] Number of Jobs Submitted,[579] Number of Jobs Submitted,[78] Number of Jobs Submitted,[86] Number of Jobs Submitted,[87] Number of Jobs Submitted,[92] Number of Jobs Submitted,[99] Number of Jobs Submitted,[106] Number of Jobs Submitted,[141] Number of Jobs Submitted,[156] Number of Jobs Submitted,[213] Number of Jobs Submitted,[226] Number of Jobs Submitted,[236] Number of Jobs Submitted,[950] Number of Jobs Submitted,[1000] Number of Jobs Submitted,[71] Number of Jobs Submitted,[104] Number of Jobs Submitted,[114] Number of Jobs Submitted,[115] Number of Jobs Submitted,[137] Number of Jobs Submitted,[145] Number of Jobs Submitted,[146] Number of Jobs Submitted,[148] Number of Jobs Submitted,[164] Number of Jobs Submitted,[170] Number of Jobs Submitted,[173] Number of Jobs Submitted,[178] Number of Jobs Submitted,[182] Number of Jobs Submitted,[195] Number of Jobs Submitted,[196] Number of Jobs Submitted,[199] Number of Jobs Submitted,[201] Number of Jobs Submitted,[205] Number of Jobs Submitted,[206] Number of Jobs Submitted,[208] Number of Jobs Submitted,[209] Number of Jobs Submitted,[214] Number of Jobs Submitted,[219] Number of Jobs Submitted,[220] Number of Jobs Submitted,[232] Number of Jobs Submitted,[233] Number of Jobs Submitted,[235] Number of Jobs Submitted,[239] Number of Jobs Submitted,[251] Number of Jobs Submitted,[264] Number of Jobs Submitted,[360] Number of Jobs Submitted,[433] Number of Jobs Submitted,[546] Number of Jobs Submitted,[640] Number of Jobs Submitted,[649] Number of Jobs Submitted,[865] Number of Jobs Submitted,[998] Number of Jobs Submitted,[4320] Number of Jobs Submitted,[101] Number of Jobs Submitted,[102] Number of Jobs Submitted,[134] Number of Jobs Submitted,[262] Number of Jobs Submitted,[524] Number of Jobs Submitted,[1020] Number of Jobs Submitted
2015-08-01,593,102,76,87,95,31,15,7,9,0,3,4,1,0,2,7,0,3,0,0,0,0,2,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-02,928,286,142,247,72,89,27,8,31,3,4,5,3,0,11,13,4,18,0,1,0,0,3,0,0,0,2,4,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,1249,267,156,151,176,78,11,12,81,15,12,12,2,0,2,10,6,14,0,13,4,0,5,5,6,1,1,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,935,195,132,138,86,38,6,12,166,4,15,8,0,0,0,7,2,5,3,0,0,0,1,3,0,3,0,6,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,1199,238,142,96,125,55,20,8,25,13,18,19,3,2,1,14,3,6,1,0,2,0,10,3,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,1000,282,133,110,137,47,28,12,46,8,14,17,3,0,0,11,18,11,0,0,2,0,4,0,1,1,4,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,860,214,73,155,157,77,27,13,3,4,43,16,1,0,4,8,0,8,0,0,10,0,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08,529,117,96,65,236,82,2,3,2,1,47,1,0,0,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-09,576,290,295,64,134,75,6,13,2,4,9,2,2,0,1,3,7,0,0,1,0,0,10,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,1191,767,191,365,222,153,60,19,35,2,10,24,0,0,5,8,6,0,3,0,7,2,1,6,0,1,1,1,1,0,0,8,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
