title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2015-08-01,2016-01-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[8] Number of Jobs Submitted","[4] Number of Jobs Submitted","[3] Number of Jobs Submitted","[16] Number of Jobs Submitted","[6] Number of Jobs Submitted","[32] Number of Jobs Submitted","[64] Number of Jobs Submitted","[10] Number of Jobs Submitted","[9] Number of Jobs Submitted","[20] Number of Jobs Submitted","[36] Number of Jobs Submitted","[5] Number of Jobs Submitted","[256] Number of Jobs Submitted","[128] Number of Jobs Submitted","[11] Number of Jobs Submitted","[12] Number of Jobs Submitted","[7] Number of Jobs Submitted","[14] Number of Jobs Submitted","[40] Number of Jobs Submitted","[217] Number of Jobs Submitted","[24] Number of Jobs Submitted","[30] Number of Jobs Submitted","[80] Number of Jobs Submitted","[13] Number of Jobs Submitted","[15] Number of Jobs Submitted","[48] Number of Jobs Submitted","[60] Number of Jobs Submitted","[163] Number of Jobs Submitted","[18] Number of Jobs Submitted","[17] Number of Jobs Submitted","[91] Number of Jobs Submitted","[25] Number of Jobs Submitted","[100] Number of Jobs Submitted","[96] Number of Jobs Submitted","[63] Number of Jobs Submitted","[34] Number of Jobs Submitted","[50] Number of Jobs Submitted","[35] Number of Jobs Submitted","[125] Number of Jobs Submitted","[144] Number of Jobs Submitted","[42] Number of Jobs Submitted","[72] Number of Jobs Submitted","[255] Number of Jobs Submitted","[45] Number of Jobs Submitted","[23] Number of Jobs Submitted","[56] Number of Jobs Submitted","[21] Number of Jobs Submitted","[160] Number of Jobs Submitted","[57] Number of Jobs Submitted","[200] Number of Jobs Submitted","[181] Number of Jobs Submitted","[28] Number of Jobs Submitted","[26] Number of Jobs Submitted","[19] Number of Jobs Submitted","[250] Number of Jobs Submitted","[108] Number of Jobs Submitted","[216] Number of Jobs Submitted","[75] Number of Jobs Submitted","[55] Number of Jobs Submitted","[27] Number of Jobs Submitted","[120] Number of Jobs Submitted","[29] Number of Jobs Submitted","[65] Number of Jobs Submitted","[33] Number of Jobs Submitted","[68] Number of Jobs Submitted","[127] Number of Jobs Submitted","[44] Number of Jobs Submitted","[62] Number of Jobs Submitted","[66] Number of Jobs Submitted","[47] Number of Jobs Submitted","[103] Number of Jobs Submitted","[70] Number of Jobs Submitted","[79] Number of Jobs Submitted","[224] Number of Jobs Submitted","[179] Number of Jobs Submitted","[225] Number of Jobs Submitted","[67] Number of Jobs Submitted","[73] Number of Jobs Submitted","[84] Number of Jobs Submitted","[138] Number of Jobs Submitted","[22] Number of Jobs Submitted","[192] Number of Jobs Submitted","[112] Number of Jobs Submitted","[113] Number of Jobs Submitted","[150] Number of Jobs Submitted","[165] Number of Jobs Submitted","[38] Number of Jobs Submitted","[43] Number of Jobs Submitted","[140] Number of Jobs Submitted","[54] Number of Jobs Submitted","[90] Number of Jobs Submitted","[105] Number of Jobs Submitted","[53] Number of Jobs Submitted","[124] Number of Jobs Submitted","[188] Number of Jobs Submitted","[240] Number of Jobs Submitted","[126] Number of Jobs Submitted","[158] Number of Jobs Submitted","[168] Number of Jobs Submitted","[81] Number of Jobs Submitted","[83] Number of Jobs Submitted","[98] Number of Jobs Submitted","[180] Number of Jobs Submitted","[37] Number of Jobs Submitted","[39] Number of Jobs Submitted","[116] Number of Jobs Submitted","[133] Number of Jobs Submitted","[46] Number of Jobs Submitted","[135] Number of Jobs Submitted","[252] Number of Jobs Submitted","[52] Number of Jobs Submitted","[118] Number of Jobs Submitted","[166] Number of Jobs Submitted","[185] Number of Jobs Submitted","[132] Number of Jobs Submitted","[243] Number of Jobs Submitted","[172] Number of Jobs Submitted","[129] Number of Jobs Submitted","[31] Number of Jobs Submitted","[82] Number of Jobs Submitted","[136] Number of Jobs Submitted","[151] Number of Jobs Submitted","[186] Number of Jobs Submitted","[211] Number of Jobs Submitted","[248] Number of Jobs Submitted","[49] Number of Jobs Submitted","[59] Number of Jobs Submitted","[76] Number of Jobs Submitted","[119] Number of Jobs Submitted","[122] Number of Jobs Submitted","[130] Number of Jobs Submitted","[152] Number of Jobs Submitted","[190] Number of Jobs Submitted","[51] Number of Jobs Submitted","[85] Number of Jobs Submitted","[94] Number of Jobs Submitted","[223] Number of Jobs Submitted","[41] Number of Jobs Submitted","[77] Number of Jobs Submitted","[88] Number of Jobs Submitted","[93] Number of Jobs Submitted","[131] Number of Jobs Submitted","[161] Number of Jobs Submitted","[218] Number of Jobs Submitted","[244] Number of Jobs Submitted","[253] Number of Jobs Submitted","[58] Number of Jobs Submitted","[61] Number of Jobs Submitted","[74] Number of Jobs Submitted","[95] Number of Jobs Submitted","[97] Number of Jobs Submitted","[109] Number of Jobs Submitted","[110] Number of Jobs Submitted","[123] Number of Jobs Submitted","[153] Number of Jobs Submitted","[175] Number of Jobs Submitted","[203] Number of Jobs Submitted","[238] Number of Jobs Submitted","[249] Number of Jobs Submitted","[78] Number of Jobs Submitted","[86] Number of Jobs Submitted","[87] Number of Jobs Submitted","[92] Number of Jobs Submitted","[99] Number of Jobs Submitted","[106] Number of Jobs Submitted","[141] Number of Jobs Submitted","[156] Number of Jobs Submitted","[162] Number of Jobs Submitted","[213] Number of Jobs Submitted","[226] Number of Jobs Submitted","[236] Number of Jobs Submitted","[71] Number of Jobs Submitted","[104] Number of Jobs Submitted","[114] Number of Jobs Submitted","[115] Number of Jobs Submitted","[137] Number of Jobs Submitted","[173] Number of Jobs Submitted","[178] Number of Jobs Submitted","[182] Number of Jobs Submitted","[195] Number of Jobs Submitted","[196] Number of Jobs Submitted","[199] Number of Jobs Submitted","[201] Number of Jobs Submitted","[205] Number of Jobs Submitted","[206] Number of Jobs Submitted","[208] Number of Jobs Submitted","[209] Number of Jobs Submitted","[214] Number of Jobs Submitted","[219] Number of Jobs Submitted","[220] Number of Jobs Submitted","[232] Number of Jobs Submitted","[233] Number of Jobs Submitted","[235] Number of Jobs Submitted","[239] Number of Jobs Submitted","[251] Number of Jobs Submitted","[101] Number of Jobs Submitted","[102] Number of Jobs Submitted","[134] Number of Jobs Submitted"
2015-08-01,292,48,35,38,24,20,14,7,0,7,3,1,0,2,0,3,0,1,0,0,0,0,2,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-02,566,181,68,192,72,29,24,8,3,28,4,3,0,3,4,18,0,10,1,0,0,0,0,0,2,0,3,4,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,672,94,98,76,58,111,6,12,15,70,11,2,0,1,6,14,0,1,13,1,4,0,5,1,1,4,3,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,429,73,50,79,8,23,5,12,4,129,14,0,0,4,2,5,0,0,0,0,0,0,3,3,0,0,1,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,519,99,60,65,35,37,15,8,12,11,18,0,2,17,2,5,1,1,0,0,2,0,3,0,0,1,10,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,510,121,55,65,43,46,12,12,7,18,14,2,0,7,14,8,0,0,0,0,2,0,0,1,4,1,4,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,469,96,33,118,77,20,18,13,4,1,43,0,0,13,0,8,0,0,0,0,10,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08,178,45,38,26,55,12,1,3,1,0,47,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-09,178,192,261,31,45,13,4,12,4,1,9,2,0,1,7,0,0,0,1,0,0,0,3,0,0,0,10,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,515,678,159,299,134,56,52,19,2,23,10,0,0,19,6,0,1,5,0,1,7,2,6,0,1,0,1,1,1,0,0,8,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
