title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2015-08-01,2016-01-31
---------
Day,"[18] Wall Hours: Per Job","[127] Wall Hours: Per Job","[132] Wall Hours: Per Job","[65] Wall Hours: Per Job","[39] Wall Hours: Per Job","[56] Wall Hours: Per Job","[45] Wall Hours: Per Job","[38] Wall Hours: Per Job","[90] Wall Hours: Per Job","[116] Wall Hours: Per Job","[179] Wall Hours: Per Job","[19] Wall Hours: Per Job","[240] Wall Hours: Per Job","[126] Wall Hours: Per Job","[28] Wall Hours: Per Job","[85] Wall Hours: Per Job","[208] Wall Hours: Per Job","[24] Wall Hours: Per Job","[252] Wall Hours: Per Job","[94] Wall Hours: Per Job","[138] Wall Hours: Per Job","[21] Wall Hours: Per Job","[29] Wall Hours: Per Job","[152] Wall Hours: Per Job","[15] Wall Hours: Per Job","[35] Wall Hours: Per Job","[66] Wall Hours: Per Job","[112] Wall Hours: Per Job","[12] Wall Hours: Per Job","[50] Wall Hours: Per Job","[25] Wall Hours: Per Job","[98] Wall Hours: Per Job","[264] Wall Hours: Per Job","[52] Wall Hours: Per Job","[82] Wall Hours: Per Job","[40] Wall Hours: Per Job","[48] Wall Hours: Per Job","[3] Wall Hours: Per Job","[168] Wall Hours: Per Job","[61] Wall Hours: Per Job","[233] Wall Hours: Per Job","[225] Wall Hours: Per Job","[47] Wall Hours: Per Job","[10] Wall Hours: Per Job","[5] Wall Hours: Per Job","[30] Wall Hours: Per Job","[96] Wall Hours: Per Job","[97] Wall Hours: Per Job","[67] Wall Hours: Per Job","[17] Wall Hours: Per Job","[34] Wall Hours: Per Job","[86] Wall Hours: Per Job","[7] Wall Hours: Per Job","[27] Wall Hours: Per Job","[46] Wall Hours: Per Job","[20] Wall Hours: Per Job","[224] Wall Hours: Per Job","[6] Wall Hours: Per Job","[188] Wall Hours: Per Job","[768] Wall Hours: Per Job","[32] Wall Hours: Per Job","[118] Wall Hours: Per Job","[64] Wall Hours: Per Job","[51] Wall Hours: Per Job","[62] Wall Hours: Per Job","[4] Wall Hours: Per Job","[115] Wall Hours: Per Job","[84] Wall Hours: Per Job","[125] Wall Hours: Per Job","[73] Wall Hours: Per Job","[88] Wall Hours: Per Job","[100] Wall Hours: Per Job","[9] Wall Hours: Per Job","[95] Wall Hours: Per Job","[54] Wall Hours: Per Job","[165] Wall Hours: Per Job","[60] Wall Hours: Per Job","[23] Wall Hours: Per Job","[13] Wall Hours: Per Job","[250] Wall Hours: Per Job","[2] Wall Hours: Per Job","[124] Wall Hours: Per Job","[231] Wall Hours: Per Job","[433] Wall Hours: Per Job","[160] Wall Hours: Per Job","[384] Wall Hours: Per Job","[16] Wall Hours: Per Job","[545] Wall Hours: Per Job","[75] Wall Hours: Per Job","[192] Wall Hours: Per Job","[128] Wall Hours: Per Job","[226] Wall Hours: Per Job","[106] Wall Hours: Per Job","[44] Wall Hours: Per Job","[172] Wall Hours: Per Job","[22] Wall Hours: Per Job","[26] Wall Hours: Per Job","[198] Wall Hours: Per Job","[109] Wall Hours: Per Job","[144] Wall Hours: Per Job","[43] Wall Hours: Per Job","[72] Wall Hours: Per Job","[8] Wall Hours: Per Job","[150] Wall Hours: Per Job","[1] Wall Hours: Per Job","[80] Wall Hours: Per Job","[70] Wall Hours: Per Job","[203] Wall Hours: Per Job","[185] Wall Hours: Per Job","[78] Wall Hours: Per Job","[76] Wall Hours: Per Job","[55] Wall Hours: Per Job","[1024] Wall Hours: Per Job","[182] Wall Hours: Per Job","[120] Wall Hours: Per Job","[63] Wall Hours: Per Job","[14] Wall Hours: Per Job","[512] Wall Hours: Per Job","[130] Wall Hours: Per Job","[256] Wall Hours: Per Job","[200] Wall Hours: Per Job","[57] Wall Hours: Per Job","[122] Wall Hours: Per Job","[33] Wall Hours: Per Job","[151] Wall Hours: Per Job","[180] Wall Hours: Per Job","[53] Wall Hours: Per Job","[113] Wall Hours: Per Job","[140] Wall Hours: Per Job","[156] Wall Hours: Per Job","[199] Wall Hours: Per Job","[102] Wall Hours: Per Job","[640] Wall Hours: Per Job","[201] Wall Hours: Per Job","[217] Wall Hours: Per Job","[105] Wall Hours: Per Job","[11] Wall Hours: Per Job","[68] Wall Hours: Per Job","[163] Wall Hours: Per Job","[42] Wall Hours: Per Job","[108] Wall Hours: Per Job","[110] Wall Hours: Per Job","[649] Wall Hours: Per Job","[216] Wall Hours: Per Job","[99] Wall Hours: Per Job","[131] Wall Hours: Per Job","[135] Wall Hours: Per Job","[71] Wall Hours: Per Job","[864] Wall Hours: Per Job","[195] Wall Hours: Per Job","[134] Wall Hours: Per Job","[81] Wall Hours: Per Job","[92] Wall Hours: Per Job","[190] Wall Hours: Per Job","[119] Wall Hours: Per Job","[141] Wall Hours: Per Job","[87] Wall Hours: Per Job","[998] Wall Hours: Per Job","[37] Wall Hours: Per Job","[243] Wall Hours: Per Job","[79] Wall Hours: Per Job","[232] Wall Hours: Per Job","[158] Wall Hours: Per Job","[91] Wall Hours: Per Job","[238] Wall Hours: Per Job","[865] Wall Hours: Per Job","[49] Wall Hours: Per Job","[74] Wall Hours: Per Job","[175] Wall Hours: Per Job","[36] Wall Hours: Per Job","[205] Wall Hours: Per Job","[360] Wall Hours: Per Job","[546] Wall Hours: Per Job","[248] Wall Hours: Per Job","[206] Wall Hours: Per Job","[320] Wall Hours: Per Job","[244] Wall Hours: Per Job","[186] Wall Hours: Per Job","[218] Wall Hours: Per Job","[239] Wall Hours: Per Job","[178] Wall Hours: Per Job","[136] Wall Hours: Per Job","[83] Wall Hours: Per Job","[31] Wall Hours: Per Job","[253] Wall Hours: Per Job","[181] Wall Hours: Per Job","[235] Wall Hours: Per Job","[41] Wall Hours: Per Job","[101] Wall Hours: Per Job","[220] Wall Hours: Per Job","[59] Wall Hours: Per Job","[114] Wall Hours: Per Job","[1020] Wall Hours: Per Job","[1000] Wall Hours: Per Job","[950] Wall Hours: Per Job","[255] Wall Hours: Per Job","[213] Wall Hours: Per Job","[524] Wall Hours: Per Job","[133] Wall Hours: Per Job","[104] Wall Hours: Per Job","[549] Wall Hours: Per Job","[161] Wall Hours: Per Job","[251] Wall Hours: Per Job","[103] Wall Hours: Per Job","[262] Wall Hours: Per Job","[145] Wall Hours: Per Job","[146] Wall Hours: Per Job","[214] Wall Hours: Per Job","[4320] Wall Hours: Per Job","[153] Wall Hours: Per Job","[579] Wall Hours: Per Job","[93] Wall Hours: Per Job","[269] Wall Hours: Per Job","[162] Wall Hours: Per Job","[58] Wall Hours: Per Job","[77] Wall Hours: Per Job","[147] Wall Hours: Per Job","[209] Wall Hours: Per Job","[173] Wall Hours: Per Job","[249] Wall Hours: Per Job","[123] Wall Hours: Per Job","[137] Wall Hours: Per Job","[129] Wall Hours: Per Job","[540] Wall Hours: Per Job","[196] Wall Hours: Per Job","[166] Wall Hours: Per Job","[211] Wall Hours: Per Job","[223] Wall Hours: Per Job","[219] Wall Hours: Per Job","[236] Wall Hours: Per Job","[164] Wall Hours: Per Job","[170] Wall Hours: Per Job","[148] Wall Hours: Per Job"
2015-08-01,11.58744000,21.69780000,17.81580000,0,0,24.00000000,17.93000000,12.00390000,0.75720000,0,0,7.62170000,0,0,9.20345000,0,0,7.85125000,0,0,0,0,0,0,6.22041667,0,0,0,7.39763333,4.45370000,4.62655000,0,0,0,0,5.39553333,2.60602727,4.41390968,0,0,0,3.25310000,0,8.13085603,14.10747436,12.27024444,0,0,0,6.47769219,9.98470000,0,0,0,0,6.79428889,0,4.56850580,0,0,9.77544651,0,11.44771364,0,0,4.58792490,0,0,0,0,6.19080000,8.13360000,4.32020833,0,0,0,0,0,2.88280000,0,10.13979839,0,0,0,0,0,4.58717657,0,3.24320000,0,4.46576923,0,0,0,0,1.53670000,16.08405000,0,0,0,1.82250000,5.29560000,5.93252850,0,4.26889547,0.89213333,0,0,0,0,1.77750000,0,0,0,0,0,1.87123333,0,0,0.05715000,0,0,0,0,0,0,0,0,0,0,0,0,3.99890000,0,0,0,0,0,1.45046667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.00000000,0,0,0,0,0,0.03250000,0,0,0,0,0,0.81717273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-02,16.28197500,14.14190000,24.00000000,0,0,11.84280000,0,11.22483333,8.68420000,0,0,16.37940000,0,0,18.23000000,0,0,1.17190000,0,0,0,0,0,0,9.50250000,0,0,0,6.15008947,3.72750000,6.08610000,0,0,0,0,12.33963333,4.47390000,4.36225948,2.79585000,0,0,24.00000000,0,10.56561429,20.00514146,15.83054000,0,0,0,1.54618095,13.78860000,0,9.07635000,0,0,10.63542222,0,7.22473151,0,0,8.25487750,0,7.95641053,0,0,4.12895877,0,0,0,0,0,0,2.41356667,0,0,0.75830000,0,0,5.59728333,0,4.95190873,0,0,0,0,0,7.45620408,0,2.42420000,0,4.72216957,0,0,0,0,0,14.96670000,0,0,0,0,24.00000000,5.61762091,0,3.71083430,2.46394000,0,0,0,0,1.85260000,0,0,0,0,0,0.19393077,0.78420000,0,2.29912000,0,0.39723333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52594000,0,0,0,0,0,0,0,0.79610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04338000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,17.53190000,23.53940000,7.64460000,0,0,3.80280000,3.03470000,7.41358571,6.32330000,0,0,0,0,0,0,0,0,0.09678000,0,0,0,0,0,0,5.10642222,0,0,0,13.90248824,0,0,0,0,0,0,2.95784286,9.89628889,4.45151308,0,0,0,20.75140000,0,4.14096972,7.08905957,12.94992500,7.53360000,0,0,0.37030000,2.05220000,0,2.07557143,0,0,12.38013684,0,7.47451538,1.68830000,0,10.14802619,0,7.20913000,0,0,8.09824517,0,0,0,0,0,0,1.24022143,0,0,0,0.02940000,0,3.15795556,0,4.40158308,0,0,0,0,0,4.14092100,0,2.56735000,0.74915000,5.36546667,0,0,0,0,0,0.94655000,0,0,0,0,18.70690000,3.96315365,0,2.28263390,4.14687500,0,0,0,0,3.88330000,0,0,0,0,2.00440000,0.52463000,0,0,1.26762222,0,1.53202857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38952500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43656667,0,0,0,0,0,0,0,0,0,0,21.21000000,0,0,0,0,0,5.09610000,0,0,0,0,0,0.97190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,13.72647143,0.92970000,24.00000000,0,0,24.00000000,20.97110000,12.03703333,0,0,0,21.62310000,0,0.33500000,0,0,0,0.14660000,0,0,0,0,0,0,9.83062500,0,0,0,9.56194500,0,18.97110000,0,0,0,0,16.18916667,6.18472727,3.04151837,0,0,0,0,0,1.45800978,17.73420476,9.66050000,0,0,0,3.89110000,13.72572000,0,2.35740000,0,0,12.43325714,0,8.23167500,0.31420000,0,8.56569778,4.95470000,11.29108400,0,0,7.33483770,0,0,0,0,0,0,3.41095455,0,0,1.90110000,0.16780000,1.50280000,20.00220000,0,4.46842721,0,0,0,0,0,6.81671118,0,1.69830000,0,8.49937500,0,0,0,0,0,24.00000000,0,0,0,17.09750000,0,4.04768341,0,3.40426473,2.58030000,0,0,1.37560000,0,5.00860000,0,0,0,0,0.07860000,2.52624444,0,0,4.31625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78150000,0,0.96937500,4.68305000,0,0,0,0.00146667,0,0,1.83530000,0,0,0,0,0,0,0,0,0,0,0,1.80940000,0,0,0,0,0,0,0,0,0,0,19.96640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,12.74778333,24.00000000,14.90060000,0,0,11.94305000,0,7.33166667,0,0,0,2.38360000,0,0,12.77940000,0,0,3.00245000,0,0,0,4.00030000,0,0,4.36124000,0,0,0,7.03965769,0,2.27795000,0,0,0,0,4.93421364,4.06695000,2.86060522,2.79580000,0,0,0,0,5.27281395,15.18472500,9.50100000,0,0,0,3.01848750,3.53220000,0,0,0,0,8.66627333,0,3.64338409,1.00390000,0,3.17176739,6.03460000,4.99066486,0,0,4.09166129,0,0,0,0,20.75420000,0,3.25383056,0,0,0,1.13940000,0,3.62256000,0,3.79340927,0,0,0,0,0,4.32061346,0,2.17440000,0,5.65905385,0,0,0,0,0,23.05655000,0,0,0,0,0,4.00225205,0,3.77437047,4.84826667,5.47530000,0,0,0,5.00420000,0,1.73038000,0,0,3.02463333,2.36989474,0,0,3.24308571,0,12.79610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90940000,0,1.25117500,17.57515000,0,0,0,0.79935000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29360000,0.45000000,0,0,1.84610000,0,0,0,0,0,0,3.29882500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,11.04661667,11.41330000,2.29470000,0,0,0,0,24.00000000,0,0,0,20.42360000,0,0,24.00000000,0,0,12.34696667,0,0,0,1.30030000,0,0,6.83765556,0,0,0,13.82304167,0.00190000,0.00485000,0,0,0,0,7.38663333,9.52018333,2.94265072,0,0,0,0,0,6.56620267,3.95880727,0.27345714,0,0,0,8.14204375,10.24330000,0,0,0,0,11.75410556,0,2.78113966,0,0,7.50709697,0,6.41521905,0,0,5.50768282,0,0,0,0,4.24610000,0,2.64671000,0,0,1.50710000,0,3.00515000,4.28214286,0,5.30921910,0,0,0,0,0,4.33003990,0,0,0,4.69713333,0,0,0,0,0,0,0,0,0,0,0,3.84317241,0,4.15739500,3.45908571,0,0,0,1.13750000,3.59305000,0,2.42728000,0,0,2.79640000,4.94178750,0.06235000,0,1.81493636,0,11.20530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59750000,0,1.17943333,9.09720000,0,0,0,0.36265000,0,0,0.78220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,20.36472000,1.22830000,19.62030000,0,0,0.88940000,0,15.13780000,0,0,0,3.58310000,0,0,11.22470000,0,0,2.01700000,0,0,0,0,0,0,5.81265000,0,0,0,2.13665455,0.00250000,0.02440000,0,0,0,0,7.48565000,6.45823750,2.05814685,0,0,0,0,0,4.28924655,2.46749444,0.93994444,0,0,0,3.75024368,0,0,9.17190000,0,0,12.73305385,0,4.21321579,2.32015000,0,6.42094054,0,5.81678824,0,0,10.30302268,0,0,0,0,0,0,2.20722245,0,0,1.85470000,0,0,0.88940000,1.36310000,4.04845609,0,0,0,0,0,2.89524148,0,0,0,2.94913056,0,0,0,0,0,0,0,0,0,0,0,4.10782742,0,3.50051675,3.16870000,0,0,0,0,0,0,2.65170000,0,0,0.58810000,3.75159167,0.04390000,0,13.17735000,4.43860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48330000,0,0,5.23582500,4.00690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23235000,0,0,0,0,0,0,0,0,0,0,21.75640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08,16.94494000,24.00000000,24.00000000,0,0,23.08875000,0,1.64650000,0,0,0,1.34890000,0,0,17.49720000,0,0,0,0,6.56500000,0,0,0,0,11.02140000,0,0,0,6.91246316,0.94310000,1.02400000,0,0,0,0,1.34816250,7.02182500,2.44432727,0,0,0,0,0,3.99841778,11.31645714,0.55055000,0.11780000,0,0,3.04797419,0,0,0,0,0,8.02958182,0,5.47033291,2.00610000,0,8.62925714,0,18.37473333,0,0,7.97328900,0,0,0,0,0,0,2.52338772,0,0,0,0,2.09640000,23.11890000,3.58060000,5.22112485,0,0,0,0,0,2.01491605,0,0,0,2.63460000,0,0,0,0,0,22.28500000,0,0,0,0,0,3.41001208,0,4.51718929,0,0,0,0,0,0.00931667,0,5.40230000,0,0,0,5.55500000,0,0,9.82024286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32240000,0,0,11.78625000,0,0,0,0,0,0,1.69060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-09,14.21574000,11.43390000,4.38190000,0,0,23.12415000,0,24.00000000,0,0,0,22.65220000,0,0,10.02243333,0,0,3.70320000,0,18.44280000,15.28920000,0,0,0,2.46778333,0,0,0,9.17206429,0,0,0,0,0,0,4.36349231,15.52979474,4.20211042,0,0,0,0,0,6.30077045,8.89185000,6.94264167,1.98170000,0,0,4.77758529,0,0,4.09610000,0,0,11.01718333,0,10.73766078,0,0,3.45238611,0,6.13903529,0,0,4.83426293,0,0,0,0,0,0,5.02568824,0,0,0.91830000,7.46500000,2.65750000,23.26420000,0,5.24437097,0,0,0,0,0,4.55450913,0,0,0,13.00036667,0,0,0,0,0,7.19170000,0,0,0,0,0,1.65729847,0,4.86459421,2.61570000,0,0,0,0,3.66448333,0,5.18805000,0,0.35330000,4.59345000,6.29910000,0.88190000,0,3.21083636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.70220000,0,0,0.43340000,9.86170000,0,0,0,0,0,0.88190000,0,0,0,0,0,0,0,0,0,0,0,0.42420000,0,0,0,0,0,0,0,0,0,0,6.73545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,14.90104444,20.21080000,0,0,0,7.12165000,0,10.36570000,0,0,0,0,0,0,4.61353333,0,0,5.48002000,0,0,5.33580000,0,0,0.96310000,8.85040000,0,0,0,9.11173667,0,0,0,0,0,0,2.50871333,9.73449375,3.71366043,0,0,0,0,0,6.67426047,3.46306000,20.62071429,2.98390000,0,0,6.35511750,0,0,0,0.70470000,0,12.32464000,0,4.26765310,0,0,3.79376216,0,9.75310000,0,0.03080000,5.50143658,0,0,0,0,0,0.05345000,3.58087692,0,0.59190000,1.23220000,5.25888000,0.78515000,24.00000000,0,2.23600164,0,0,0,0,0,3.05727029,0,0,8.71530000,19.85186667,0,0,0,0,0,0,0,0,0,0,0,3.48937458,0,3.62647134,2.64676667,0,0,0,0,1.87372000,0,0.42470000,0,0.30440000,0,4.43167000,0.95810000,0,5.34064444,0,0,0,1.00000000,0,0,0,0,0,0,0,0,0,0,6.34795000,0,0.26516667,0,0,0.12722500,0,0,0,0,0,0,0.72940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29045000,0,0,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63445000,0,0,0,0,0,0,0,0,0,0,0,0.21810000,0,0,0,0.66170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
