90%_Confidence_Interval,Job_ID,Predicted_Wait_Time,Processors,Requested_Wall_Time,Resource,Submit_Date,Submit_Time_(CDT),Actual_Wait_Time,Actual_Execution_Time,Actual_Queue_Time
05:54:47,3980132,35:54:23,48,00:16:00,comet.sdsc.xsede.org,08/30/2016,20:52:58,4320.698990821838,900,3420.6989908218384
0,3980362,0,48,00:16:00,comet.sdsc.xsede.org,08/30/2016,22:05:00,913.8304719924927,900,13.830471992492676
0,3980374,0,24,00:16:00,comet.sdsc.xsede.org,08/30/2016,22:20:17,939.6274991035461,900,39.62749910354614
05:18:50,3980749,23:18:23,24,00:16:00,comet.sdsc.xsede.org,08/30/2016,22:36:02,919.5181510448456,900,19.51815104484558
0,3980782,0,24,00:16:00,comet.sdsc.xsede.org,08/30/2016,22:51:20,948.1905169487,900,48.19051694869995
0,3981234,0,24,00:16:00,comet.sdsc.xsede.org,08/30/2016,23:07:11,910.9546389579773,900,10.954638957977295
0,3981299,0,24,00:16:00,comet.sdsc.xsede.org,08/30/2016,23:22:24,960.0153260231018,900,60.01532602310181
0,3981312,0,48,00:16:00,comet.sdsc.xsede.org,08/30/2016,23:38:26,959.1957881450653,900,59.19578814506531
0,3981638,0,24,00:16:00,comet.sdsc.xsede.org,08/30/2016,23:54:28,914.1360800266266,900,14.136080026626587
04:20:49,3981985,02:40:37,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,00:09:44,942.0949900150299,900,42.09499001502991
04:20:40,3982222,02:39:56,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,00:41:31,963.3981919288635,900,63.398191928863525
04:21:18,3982237,02:40:52,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,00:57:37,957.7712681293488,900,57.771268129348755
04:21:18,3982258,02:40:53,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,01:13:37,964.0898690223694,900,64.08986902236938
0,3982295,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,01:29:44,918.314267873764,900,18.314267873764038
0,3985224,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,10:02:55,953.8125100135803,900,53.81251001358032
0,3985295,0,72,00:16:00,comet.sdsc.xsede.org,08/31/2016,10:18:51,962.9433000087738,900,62.943300008773804
0,3986223,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,10:34:56,958.594878911972,900,58.594878911972046
0,3986314,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,10:50:57,960.5355880260468,900,60.53558802604675
0,3986360,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,11:07:00,959.4770328998566,900,59.47703289985657
0,3986451,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,11:23:02,968.3457748889923,900,68.34577488899231
17:06:44,3987206,06:28:32,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,11:39:12,971.7410619258881,900,71.74106192588806
17:06:44,3987509,06:28:17,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,11:55:26,949.9672920703888,900,49.967292070388794
17:05:16,3987811,06:25:54,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,12:11:18,961.3122560977936,900,61.31225609779358
