90%_Confidence_Interval,Job_ID,Predicted_Wait_Time,Processors,Requested_Wall_Time,Resource,Submit_Date,Submit_Time_(CDT),Actual_Wait_Time,Actual_Execution_Time,Actual_Queue_Time
0,2676129,0,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,20:53:16,956.7688460350037,900,56.76884603500366
0,2676142,0,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,21:09:16,962.8396489620209,900,62.839648962020874
0,2676150,0,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,21:25:23,963.1288809776306,900,63.128880977630615
0,2676157,0,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,21:41:29,962.7193450927734,900,62.71934509277344
0,2676175,0,64,00:16:00,gordon.sdsc.xsede.org,08/30/2016,21:57:35,962.731164932251,900,62.73116493225098
06:09:33,2676180,74:25:40,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,22:13:41,962.098956823349,900,62.098956823349
08:18:57,2676188,78:29:20,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,22:29:47,963.0195288658142,900,63.01952886581421
08:18:57,2676206,78:29:13,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,22:45:53,962.8131349086761,900,62.81313490867615
08:23:14,2676220,78:31:00,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,23:01:59,962.8893959522247,900,62.88939595222473
0,2676225,0,32,00:16:00,gordon.sdsc.xsede.org,08/30/2016,23:18:11,956.7256150245667,900,56.72561502456665
0,2676233,0,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,23:34:13,960.7692830562592,900,60.769283056259155
0,2676238,0,16,00:16:00,gordon.sdsc.xsede.org,08/30/2016,23:50:23,957.7802481651306,900,57.780248165130615
0,2676253,0,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,00:06:26,960.8604209423065,900,60.86042094230652
11:55:44,2676279,45:15:09,128,00:16:00,gordon.sdsc.xsede.org,08/31/2016,00:22:32,2227.414738893509,900,1327.414738893509
09:13:00,2676310,68:46:37,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,00:59:46,960.7955069541931,900,60.795506954193115
05:29:51,2676333,31:18:26,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,01:31:59,960.9011659622192,900,60.90116596221924
0,2676352,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,02:04:12,960.8512120246887,900,60.85121202468872
