title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2016-02-01,2016-07-31
---------
Day,"[62] Wait Hours: Per Job","[126] Wait Hours: Per Job","[221] Wait Hours: Per Job","[384] Wait Hours: Per Job","[40] Wait Hours: Per Job","[123] Wait Hours: Per Job","[76] Wait Hours: Per Job","[640] Wait Hours: Per Job","[94] Wait Hours: Per Job","[15] Wait Hours: Per Job","[236] Wait Hours: Per Job","[641] Wait Hours: Per Job","[196] Wait Hours: Per Job","[70] Wait Hours: Per Job","[896] Wait Hours: Per Job","[39] Wait Hours: Per Job","[186] Wait Hours: Per Job","[20] Wait Hours: Per Job","[43] Wait Hours: Per Job","[207] Wait Hours: Per Job","[175] Wait Hours: Per Job","[28] Wait Hours: Per Job","[17] Wait Hours: Per Job","[162] Wait Hours: Per Job","[119] Wait Hours: Per Job","[52] Wait Hours: Per Job","[107] Wait Hours: Per Job","[110] Wait Hours: Per Job","[58] Wait Hours: Per Job","[111] Wait Hours: Per Job","[21] Wait Hours: Per Job","[127] Wait Hours: Per Job","[7] Wait Hours: Per Job","[118] Wait Hours: Per Job","[56] Wait Hours: Per Job","[148] Wait Hours: Per Job","[85] Wait Hours: Per Job","[124] Wait Hours: Per Job","[1018] Wait Hours: Per Job","[100] Wait Hours: Per Job","[50] Wait Hours: Per Job","[138] Wait Hours: Per Job","[69] Wait Hours: Per Job","[67] Wait Hours: Per Job","[35] Wait Hours: Per Job","[2048] Wait Hours: Per Job","[32] Wait Hours: Per Job","[93] Wait Hours: Per Job","[155] Wait Hours: Per Job","[90] Wait Hours: Per Job","[769] Wait Hours: Per Job","[55] Wait Hours: Per Job","[188] Wait Hours: Per Job","[200] Wait Hours: Per Job","[18] Wait Hours: Per Job","[23] Wait Hours: Per Job","[30] Wait Hours: Per Job","[37] Wait Hours: Per Job","[64] Wait Hours: Per Job","[116] Wait Hours: Per Job","[600] Wait Hours: Per Job","[10] Wait Hours: Per Job","[27] Wait Hours: Per Job","[25] Wait Hours: Per Job","[1728] Wait Hours: Per Job","[80] Wait Hours: Per Job","[75] Wait Hours: Per Job","[156] Wait Hours: Per Job","[38] Wait Hours: Per Job","[106] Wait Hours: Per Job","[87] Wait Hours: Per Job","[77] Wait Hours: Per Job","[60] Wait Hours: Per Job","[19] Wait Hours: Per Job","[95] Wait Hours: Per Job","[160] Wait Hours: Per Job","[42] Wait Hours: Per Job","[166] Wait Hours: Per Job","[88] Wait Hours: Per Job","[960] Wait Hours: Per Job","[1000] Wait Hours: Per Job","[189] Wait Hours: Per Job","[227] Wait Hours: Per Job","[250] Wait Hours: Per Job","[44] Wait Hours: Per Job","[48] Wait Hours: Per Job","[252] Wait Hours: Per Job","[145] Wait Hours: Per Job","[11] Wait Hours: Per Job","[255] Wait Hours: Per Job","[12] Wait Hours: Per Job","[224] Wait Hours: Per Job","[59] Wait Hours: Per Job","[29] Wait Hours: Per Job","[576] Wait Hours: Per Job","[47] Wait Hours: Per Job","[128] Wait Hours: Per Job","[163] Wait Hours: Per Job","[81] Wait Hours: Per Job","[99] Wait Hours: Per Job","[140] Wait Hours: Per Job","[648] Wait Hours: Per Job","[167] Wait Hours: Per Job","[26] Wait Hours: Per Job","[113] Wait Hours: Per Job","[63] Wait Hours: Per Job","[133] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[115] Wait Hours: Per Job","[96] Wait Hours: Per Job","[16] Wait Hours: Per Job","[65] Wait Hours: Per Job","[9] Wait Hours: Per Job","[3] Wait Hours: Per Job","[120] Wait Hours: Per Job","[105] Wait Hours: Per Job","[8] Wait Hours: Per Job","[108] Wait Hours: Per Job","[51] Wait Hours: Per Job","[181] Wait Hours: Per Job","[57] Wait Hours: Per Job","[205] Wait Hours: Per Job","[4] Wait Hours: Per Job","[98] Wait Hours: Per Job","[24] Wait Hours: Per Job","[161] Wait Hours: Per Job","[46] Wait Hours: Per Job","[134] Wait Hours: Per Job","[216] Wait Hours: Per Job","[53] Wait Hours: Per Job","[83] Wait Hours: Per Job","[225] Wait Hours: Per Job","[165] Wait Hours: Per Job","[256] Wait Hours: Per Job","[195] Wait Hours: Per Job","[78] Wait Hours: Per Job","[144] Wait Hours: Per Job","[185] Wait Hours: Per Job","[41] Wait Hours: Per Job","[168] Wait Hours: Per Job","[34] Wait Hours: Per Job","[73] Wait Hours: Per Job","[84] Wait Hours: Per Job","[157] Wait Hours: Per Job","[2] Wait Hours: Per Job","[150] Wait Hours: Per Job","[13] Wait Hours: Per Job","[72] Wait Hours: Per Job","[36] Wait Hours: Per Job","[170] Wait Hours: Per Job","[112] Wait Hours: Per Job","[238] Wait Hours: Per Job","[125] Wait Hours: Per Job","[1] Wait Hours: Per Job","[91] Wait Hours: Per Job","[130] Wait Hours: Per Job","[142] Wait Hours: Per Job","[66] Wait Hours: Per Job","[33] Wait Hours: Per Job","[240] Wait Hours: Per Job","[176] Wait Hours: Per Job","[86] Wait Hours: Per Job","[79] Wait Hours: Per Job","[192] Wait Hours: Per Job","[233] Wait Hours: Per Job","[45] Wait Hours: Per Job","[939] Wait Hours: Per Job","[14] Wait Hours: Per Job","[220] Wait Hours: Per Job","[1009] Wait Hours: Per Job","[512] Wait Hours: Per Job","[180] Wait Hours: Per Job","[213] Wait Hours: Per Job","[5] Wait Hours: Per Job","[71] Wait Hours: Per Job","[190] Wait Hours: Per Job","[54] Wait Hours: Per Job","[204] Wait Hours: Per Job","[114] Wait Hours: Per Job","[129] Wait Hours: Per Job","[513] Wait Hours: Per Job","[31] Wait Hours: Per Job","[172] Wait Hours: Per Job","[210] Wait Hours: Per Job","[102] Wait Hours: Per Job","[257] Wait Hours: Per Job","[135] Wait Hours: Per Job","[22] Wait Hours: Per Job","[217] Wait Hours: Per Job","[212] Wait Hours: Per Job","[68] Wait Hours: Per Job","[230] Wait Hours: Per Job","[193] Wait Hours: Per Job","[208] Wait Hours: Per Job","[253] Wait Hours: Per Job","[215] Wait Hours: Per Job","[6] Wait Hours: Per Job","[49] Wait Hours: Per Job","[432] Wait Hours: Per Job","[248] Wait Hours: Per Job","[211] Wait Hours: Per Job","[82] Wait Hours: Per Job","[235] Wait Hours: Per Job","[136] Wait Hours: Per Job","[143] Wait Hours: Per Job","[320] Wait Hours: Per Job","[179] Wait Hours: Per Job","[251] Wait Hours: Per Job","[245] Wait Hours: Per Job","[400] Wait Hours: Per Job","[103] Wait Hours: Per Job","[109] Wait Hours: Per Job","[61] Wait Hours: Per Job","[183] Wait Hours: Per Job","[132] Wait Hours: Per Job","[92] Wait Hours: Per Job","[288] Wait Hours: Per Job","[89] Wait Hours: Per Job","[2000] Wait Hours: Per Job","[247] Wait Hours: Per Job","[74] Wait Hours: Per Job","[1501] Wait Hours: Per Job","[390] Wait Hours: Per Job","[508] Wait Hours: Per Job","[152] Wait Hours: Per Job","[254] Wait Hours: Per Job","[104] Wait Hours: Per Job","[241] Wait Hours: Per Job","[149] Wait Hours: Per Job","[222] Wait Hours: Per Job","[249] Wait Hours: Per Job"
2016-02-01,0.00000000,0,0,0,47.62368571,0,0,0,0,0.04640000,0,0,0,0,0,0,0,1.35438889,0,0,0,32.45830000,0,0,0,5.46750000,0,0,0,0,1.41600000,0,1.50534000,0,0.00095000,0,0,0,0,0,1.96272000,0,0,0,0,0,2.27632241,0,0,0,0,0.20805000,0,0,1.07772000,0.00000000,2.95950000,0,0.56517500,4.14310000,0,0.60476842,0,0.00896667,0,0.61080833,5.29140000,0,0,0,0,0,0,0,0,0,6.32140000,0,0,0,0,0,0,2.20530000,0,1.97551667,0,0,0.97394211,0,2.00500000,0,0,0,0,0,0.46432857,0.58785714,0,0,0,0,0,0,0,0.00093333,0,0,0,0.00056667,1.83792456,5.42530000,0.87696667,1.09972128,0,0,0.57162917,0,0,0,0,0.08970000,1.06292902,0,4.01338889,0.00030000,0.00110000,0,0,0,0,0,0,0.44893636,0,0,0,0,0,0,0,0,0,0,0.29579450,0,0.00175000,0,0.00060000,0,0,0,0,0.38045374,0.22623000,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0.11277895,0,0,0,0,0,0.35759211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.10312500,0,0,0,0,0,0.24719262,0,0,0,0,0.00040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-02,82.41500000,0,0,0,81.96338000,0,0,0,0,2.34514615,0,0,0,0,0,0,0,3.93301176,0,0,0,71.31860000,1.34536364,0,0,5.57420000,0,0,0,0,8.10715000,0,2.83929091,0,3.97735000,0,0,0,0,0,3.92720000,0,0,0,0,0,3.48153898,0,0,0,0,5.03836667,0,0,3.98838000,3.88695000,3.18740000,0,4.40822059,2.38390000,0,4.02776571,0,2.83690000,0,3.15795000,5.46125000,0,0,0,0,0,0,0,0,0.00725000,3.16819167,0,0,0,0,0,0,0.00000000,0,3.58112857,0,0,0.67550000,0,2.45418750,0,0,0,0,0,2.52100000,3.75572000,0,0,0,0,0,0,0,2.53816667,0,0,0,3.88116000,3.29208087,0.01101667,0.58337963,2.88068824,0,0,5.05058529,0,0,0,0,4.26690000,2.52322237,0,14.50511429,0,0,0,0,2.56030000,0,0,0,0.91753548,0,0,0,0,0,0,0,0.07360000,0,0,2.01691613,0,1.17220000,0,0.36990000,0,0,0,0,1.33522783,1.12476500,0,0,0,0.02833750,0,0,0,0,0,0,0,0,2.55989333,0,0,1.45785000,0,0,1.82240408,0,0,0,0,0,0.04310000,0,0,0,0,0,0,0,0,2.23206500,0,0,0,0,0,0,0,0.81465842,0,0,0,0,3.17030000,0,0,0,0.37360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-03,0.00000000,0,0,0,6.56985000,0,0,0,0,1.30920000,0,0,0,0,0,0,0,6.35545156,0,0,0,42.69316667,0.92003750,0,0,6.51440000,0,0,0,0,26.75350000,0,1.65500000,0,0,0,0,0,0,0,5.88890000,0,0,0,0,0,5.27286765,0,0,0,0,0.00000000,0,1.79830000,2.49223333,0.00000000,3.17540000,0,4.23248462,0,0,4.91580741,0,0.62052500,0,3.02472000,0.00000000,0,0,0,0,0,4.02110000,0,0,0,7.55750000,0,0,0,0,0,0,0.42830000,0,5.80593333,0,0,0,0,3.48027857,0,0,0,0,0,4.78515000,4.85695000,6.08250000,0,0,0,0,0,0,5.99330000,0,2.58780000,0,4.72060000,2.61735241,0,4.53871739,3.01208136,5.44440000,0,5.04295968,0,0,0,0,4.28353333,4.00649964,0,15.87207273,0,0,0,0,0,0,1.02580000,0,4.32881875,5.19110000,0,0,0,0,0,0.00432500,0,0,0,1.86768889,0,4.54054000,0,0,0,0,0,0,1.85515212,0,0,0,0,0,0.67000000,0,0,0,0,0,0,0,0.05618000,1.49080000,0,0.73430000,0,0,4.40136914,0,3.83750000,0,0,0,0,0,0,0,1.71030000,0,0,0,0,2.05948000,0,0,0.84140000,0,0,0,1.60890000,2.29505455,0,0,0,0,7.52750000,0.79030000,0.01325714,0,0.97080000,0,0,0.48030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-04,7.43780000,0,0,0,11.47638333,0,0,0,0,7.47955000,0,0,0,0,0,1.43205000,0,5.92761176,0,0,5.59940000,0,3.08062500,0,0,0.00000000,0,7.80690000,0,0,43.19720000,0,3.48988000,0,0,0,0,0,0,0,11.95580000,0,0,0,0,0,4.08831887,0,6.24440000,0,0,5.86110000,0,0,4.17267000,4.79515000,4.09439000,0,4.00181667,0,0,0.97099351,0,0,0,2.85691667,6.11056667,0,0,0,0,0,0.76140000,5.26440000,0,2.97335000,5.28000000,0,0,0,0,0,0,0,0,4.13792000,0,6.30280000,0,0,0.93080909,0,0,0,0,0,1.68310000,4.05235000,3.61780000,0,6.59720000,0,0,0,0,4.88945000,0,2.24265000,7.58810000,4.08385000,2.41477026,0,5.67350000,4.66736438,7.56940000,0,1.40218125,0,0,0,0,5.41000000,2.54427288,0,11.93850000,0,0,0,0,0,0,0,5.89440000,0.87679500,0.00000000,0,0,5.54220000,3.01347500,0,1.57573333,0,0,0,1.74348801,6.29610000,4.65153333,0,0.00860000,5.93470000,0,0,7.45560000,1.84018398,0,7.07060000,0,0,0,0,0,0,0,0.01190000,0,0,0,1.36114286,0,0,2.08875000,5.58810000,0,5.11091087,0,0,0,0,0,0,0,0,0,0,0,0,7.21110000,0,6.88617500,0,0,0,0,0,0,0,3.18842353,0,0,0,0,0.15140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-05,0.00000000,0,0,0,16.80738000,0,0,0,0,11.80950000,0,0,0,0,0,0.00000000,0,14.64888889,0,0,0,0,12.11040000,0,0,0.00000000,0,0,0,0,5.61890000,0,11.94802727,0,11.06170000,0,0,0,0,0,8.12560000,0,0,4.07680000,0,0,10.19983611,0,0,0,0,13.36250000,0,0,0.00000000,0.00000000,10.00622000,5.22580000,10.67812941,0,0,10.40879667,0,8.97190000,0,8.10045000,9.43603333,0,0,0,0,0,8.08360000,0.00000000,0,0.01250000,0,0,0,0,0,0,0,0,0,11.07444000,0,0,0,0,11.30551875,0,0,0,0,0,8.74538889,11.90330000,0,0,0,0,0,0,0,8.01915000,0,6.82750000,0,0.00000000,4.00907375,0,9.24281951,6.91400588,0.00000000,0,8.96493359,0,0,0.58570000,0,0.00000000,5.34416261,0,12.15285000,0,0,0,0,0,0,0,0,8.86830000,0,0,0,0,13.21665000,0,0.00000000,6.39860000,0,0,4.52654701,0,0.05625000,0,0.00100000,0,0,0,0,4.07143487,10.35407000,0,0,0,0,0,0,0,0,0,0,0,0,4.08880909,0,0,2.13220000,0,0,10.48988980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40261154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-06,43.27390000,0,0,0,33.26916667,0,0,0,0,0.00000000,0,0,0,0,0,0,0,10.61910714,0,0,0,0,16.30440000,0,0,0,0,0,0,0,14.35713333,0,11.28051667,0,10.96720000,0,0,0,0,0,0.00000000,0,0,0,0,0,9.71077451,0,0,0,0,0.00000000,0,0,0,0.00000000,0.00000000,0,3.52187727,0,0,21.83082800,0,0,0,10.29471667,9.55672500,0,0,0,0,0,0.00000000,0,0,1.86330000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00070000,0,8.61234286,0,0,0,0,0,8.79775000,12.88500000,0,0,0,0,0,0,0,9.01860000,0,0,0,0.00000000,6.72055448,0,10.35942456,12.08404082,0,0,7.50181755,0,0,0,0.81324286,10.78250000,8.50871242,0,20.78277500,0,10.04860000,0,0,0,0,0,0,4.31853333,0,0,0,0,13.83220000,0,0,0,0,0,6.58641592,0,14.45120000,9.36080000,13.62035000,0,0,0,0,4.13945049,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69041429,0,0,5.19440000,0,0,13.18323158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63796429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-07,6.28420000,0,0,0,62.96728000,0,0,0,0,3.66636000,0,0,0,0,0,0,0,7.54766400,0,0,0,0,4.63220000,0,0,0,0,0,0,0,5.96525000,0,15.96985000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,17.05365000,0,0,0,0,10.40280000,0.65665000,0,6.69662000,0,10.52480500,0,7.67706765,0,0,32.23331905,0,0,0,6.51456000,0.00000000,0,0,0,0,0,2.48890000,0,0,10.33830000,0,0,0,0,0,0,0,0,0,8.99137500,0,0,0,0,4.48600000,0,0,0,0,0,6.08103750,0,0,0,0,0,0,0,0,4.00280000,0,0,0,0,3.89380172,0,5.11343878,2.78110000,2.96030000,0,8.03490484,0,0,0,0,0,5.90310978,0,24.43237500,0,0.00000000,0,0,0,0,0,0,4.01075000,0,0,0,0,4.94170000,0,0,0,0,0,4.18953711,0,11.51330000,0,0,0,0,0,0,3.24426956,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02387273,0,0,0,0,0,10.91679474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61989268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-08,0.00000000,0,0,0,65.73740000,0,0,0,0,0.90840909,0,0,0,0,0,0,0,3.35415556,0,0,0,3.22570000,2.30680000,0,0,0,0,0,0,0,0.00085000,0,1.99388889,0,0.00110000,0,0,0,0,0,0,0,0,0,0.05525000,0,18.36032500,0,0,0,0,0.00000000,2.35780000,0,1.50060000,0,0.76575000,0,0.28066216,0,0,2.21229636,0,0,0,0.82476250,0.01873333,0,0,0,0,0,0,0,0,0,0.00020000,0,0,0,0,0,0,0,0,0.00070000,0,0,0,0,0.18038571,0,0,0,0,0,1.01008333,0,0,0,0,0,0,0.89610000,0,0.37360000,0,0,0,0.57853333,0.90927225,0,1.79791026,1.03929375,0.00000000,0,1.26520000,0,0,0.54890000,1.51390000,0,1.62516604,0,1.20660000,0,0.00000000,0,0,0,0,0,0,0.16295000,0,0,0,0,0,0,2.63273333,2.56670000,0,0,0.90254129,0,0,0,0.01802727,0,0.00165000,0,0,1.02758325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135000,0,0,0,0,0,4.63389737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09950055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-09,0.00000000,0,0,0,22.02464000,0,0,0,0,1.23830000,0,0,0,0,0,0.03570000,0,14.17666429,0,0,0,13.78485000,0.00885000,0,0,5.97080000,0,0,0,0,26.12000000,0,13.33091429,0,0,0,0,0,0,9.99330000,0,0,0,0,0.00000000,0,5.57318182,0,0,0,0,0.00000000,6.37170000,0.00140000,0.00000000,0,6.33976000,0,6.29674643,0,0,5.40307917,0,8.32890000,0,6.85620000,0.00000000,0,0,0,0,0,0,5.06310000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00203333,0,2.63960000,0,0,0,0,0,3.88368333,0,0,0,0,0,0,0,0,0.00000000,0,0,0,8.35234286,1.32997833,4.76470000,4.21604375,4.08719344,0.00000000,0,4.50581149,0,0,0,6.75765000,7.27390000,3.59199406,0,12.75280000,0,8.17420000,0,0,0,0,0,0,2.23256667,0,0,0,0,0,0,0.00000000,0,0,0,1.74850463,0,4.30080000,0,2.60872857,0,7.06190000,0,0,1.95467886,0,0,0,0,0,6.27110000,0,0,0,0,0,0,0,3.10742500,0,0,0,0,0,8.16729492,0,0,0,0,0,0.59296667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32667313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-10,41.67750000,0,0,0,54.80080000,0,0,0,0,4.31984000,0,0,0,0,0,14.87335000,0,14.52463448,0,0,0,8.61780000,0,0,0,0,0,0,0,0,59.63360000,0,13.00506667,0,9.09030000,0,0,0,0,0.00000000,14.59670000,0,0,0,16.49750000,0,10.16781538,0,0,0,0,0,0.00000000,0,0,0,11.47365000,0,7.06500714,0,0,5.40093036,0,0.00000000,0,13.14520000,0,0,0,0,0,0,0,0.08640000,0,0,11.91735000,0,0,0,0,0,0,0.00110000,0.02772222,10.17280000,0,0,16.11330000,0,13.91666585,0,0,0,0,0,5.22980000,0,0,0,0,0,0,0,0,11.00440000,0,2.34810000,0,11.41390625,5.41763333,2.29860000,7.51340000,11.71459615,10.64190000,0,7.34388813,0,0,0,5.73155000,0.00000000,7.09807995,0,18.86640000,0,0.00000000,0,0,0,0,0,0,1.81307857,0,0,0,0,8.91835000,0,11.33860000,11.89720000,0,0,6.12481429,0,14.42580000,0,0.00070000,0,11.08530000,0,0,4.60837050,14.81780000,0,0,0,4.75000000,0.00000000,0,0,0,0,0,0,0,2.30135714,0,0,2.61000000,0,0,21.79512667,0,0,0,0,0,2.34056667,0,0,0,0,0,0,0,0,0,0,0.00040000,0,0,0,0,0,5.53840286,0,0,0.00885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070000,0,0,0.00030000
