title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2013-08-01,2014-01-31
---------
Day,"[46] Wait Hours: Per Job","[12] Wait Hours: Per Job","[9] Wait Hours: Per Job","[96] Wait Hours: Per Job","[256] Wait Hours: Per Job","[1] Wait Hours: Per Job","[16] Wait Hours: Per Job","[10] Wait Hours: Per Job","[40] Wait Hours: Per Job","[8] Wait Hours: Per Job","[15] Wait Hours: Per Job","[11] Wait Hours: Per Job","[24] Wait Hours: Per Job","[14] Wait Hours: Per Job","[18] Wait Hours: Per Job","[31] Wait Hours: Per Job","[48] Wait Hours: Per Job","[4] Wait Hours: Per Job","[61] Wait Hours: Per Job","[3] Wait Hours: Per Job","[2] Wait Hours: Per Job","[126] Wait Hours: Per Job","[128] Wait Hours: Per Job","[32] Wait Hours: Per Job","[117] Wait Hours: Per Job","[63] Wait Hours: Per Job","[6] Wait Hours: Per Job","[81] Wait Hours: Per Job","[36] Wait Hours: Per Job","[23] Wait Hours: Per Job","[35] Wait Hours: Per Job","[64] Wait Hours: Per Job","[7] Wait Hours: Per Job","[13] Wait Hours: Per Job","[43] Wait Hours: Per Job","[65] Wait Hours: Per Job","[41] Wait Hours: Per Job","[5] Wait Hours: Per Job","[60] Wait Hours: Per Job","[38] Wait Hours: Per Job","[19] Wait Hours: Per Job","[25] Wait Hours: Per Job","[21] Wait Hours: Per Job","[33] Wait Hours: Per Job","[42] Wait Hours: Per Job","[20] Wait Hours: Per Job","[30] Wait Hours: Per Job","[57] Wait Hours: Per Job","[45] Wait Hours: Per Job","[17] Wait Hours: Per Job","[37] Wait Hours: Per Job","[29] Wait Hours: Per Job","[34] Wait Hours: Per Job","[49] Wait Hours: Per Job","[26] Wait Hours: Per Job","[50] Wait Hours: Per Job"
2013-08-01,0,0,13.03846538,15.46639688,0,1.77005812,32.90680000,1.73265000,0.00000000,1.72897500,4.18530000,0,10.75945000,0,0,0,0,0.49591250,0,0,3.57069091,0,0,0,0,0,4.93375000,0,0,0.02890000,0.79440000,0.59030000,0,0,0,0,0,0,0,2.73060000,0,0,0,0,0,0.28030000,0,0,0,0,0,0,0,0,0,0
2013-08-02,0,0,19.68957000,0.00000000,0,4.15428991,9.00353333,1.75905000,49.24530000,6.88995000,0,0,3.44896667,0,0.01720000,0,0,2.54318333,0,0,0.89191746,0,0,0,0,0,0.00000000,0,0,0.17345000,0.76735000,1.25955714,0,0,0,0,0,0,0,0.34053333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-03,0,0,32.91129091,0.34220000,0,9.87454948,0.00000000,20.70020000,0.00000000,7.09332500,0,0,0.00000000,0,0,0,0,2.68127000,0,0,0.41325732,0,0,0.22440000,0,0,0.00000000,0,0,0,0,1.27945455,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-04,0,0,28.48222000,3.93440000,0,9.37689642,15.95780000,42.72890000,0,0.24360000,0,0,3.37380000,0,5.99777500,0,0,2.55035000,0,0,6.23879630,0,0,0,0,0,0,0,0,0,1.12540000,1.17484286,0,0,0,0,0,0,0,1.67560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-05,0,0,40.28888333,11.10210000,0,3.68011921,0.00000000,11.08830000,3.94830000,5.42190000,0,0,11.71996250,0,0.00000000,0,0,1.49263684,0,0,1.36627670,0,0.08915000,2.18500000,0,0,0,0,0,0,3.04860000,3.15687500,0,0,0,0,0,0,0,2.87610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-06,0,0,57.39380000,1.45536667,0,9.76424609,0.00000000,23.62265000,1.12835000,0,0,0,10.81633333,0,4.26130000,0,0,1.59104474,0,10.48250000,8.44209174,0,0,0,0,0,0,0,0,6.31250000,2.73140000,1.85778333,0,0,0,0,0,0,0,0.06853333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-07,0,0,66.95835000,6.36445000,0,7.42944757,18.35710000,44.60725000,0,7.42734000,0,0,14.28380000,0,0.70027500,0,0,10.65607593,0,3.21170000,14.26154054,0,0,0.72430000,0,0,0,0,0,5.53030000,5.08940000,2.14470000,0,0,0,0,0,0,0,2.83970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-08,0,0,95.80638000,0.00000000,0,18.28908211,32.91320000,71.19155000,2.95890000,10.11030000,0,0,20.18036667,0,1.00010000,0,0,11.51320000,0,0,37.51938261,0,0,0.62210000,0,0,0,0,0,0.00000000,0.60095000,4.92376667,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-09,0,0,88.07088235,0,0,16.55028462,15.55126000,90.29810000,0.00000000,0.00000000,0,0,0.00000000,0,0.67469000,0,0,0.65184000,0,0.08140000,1.09061159,0,0,0.32523333,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-10,0,0,24.36618000,0,0,12.26733019,18.46780000,0,25.61140000,0.00000000,0,0,0,0,1.03265714,0,0,0.93985000,0,0,0.99364151,0,0,0.65270000,0,0,0,0,0,0,0.08805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-11,0,0,15.69208333,0,0,23.37119309,0.00000000,6.10000000,0.00000000,6.72420000,0,0,0,0,0.73962500,0,0,1.30802500,0,0,0.09673333,0,0,1.03945000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,0,0,0.33545455,0.74070000,0,29.92136591,8.02915000,0.13083333,0.00000000,0,0,0,3.31265000,0,0.50785714,0,0,0.52044737,0,0,0.19276129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-13,0,0,6.67961818,14.45440000,0,26.65232677,35.43666667,5.22059412,3.03080000,0.08802222,1.22220000,0,0.00000000,0,2.24823333,0,0,4.39493125,0,0,0.12793684,0,0,0,0,0,0,0,0,0,0.90000000,0.71335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,0,15.65890000,0.00000000,23.49896667,0,18.68268694,19.17760000,11.33587000,0.00000000,21.27360000,0,0,9.04420000,9.61780000,20.52375000,0,0,6.75217333,0,0,0.64144000,0,0,0,0,0,0,0,0,4.77860000,5.30375000,3.81460000,0,0,0,0,0,0,0,0,0,0.76670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-15,0,13.45792500,0,7.76693333,0,18.85624496,1.81335000,16.41708333,0.00000000,15.57250000,0,0,8.15805000,0.00000000,38.94000000,0,0,4.93190000,0,0,0.69131818,0,0,0.96785714,0,0,0,0,0,2.88710000,0.84780000,1.32330000,0,0,0,0,0,0,0,0,0,3.31060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,0,24.18583333,0,18.94805000,0,30.06958047,7.85658571,0.00000000,0.67640000,62.56280000,0,0,0.24190000,0.00000000,59.50820000,0,0,0.49070000,0,0,0.32399565,0,0,1.36095000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,1.99025000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-17,0,0.40720000,0,45.31333333,0,43.04723579,0.00000000,17.39360000,0.00000000,0.11250000,0,0,0,0,89.27194000,0,0,0.11890000,0,0.12887600,0.13651818,0,0,1.01625000,0,0,0,0,0,0,1.83780000,0,0,0,0,0,0,0,0,2.46223333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-18,0,20.36746000,0,54.68095000,0,37.60150165,2.15827500,36.73415000,0.00000000,5.93081176,0,0,0,0,0.08945000,0,0,0.04195000,0,0,0.05465000,0,0,0.13680000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.07945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19,0,0.00000000,0,0.00000000,0,0.57472826,0.04640000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.03770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20,0,0,0,0,0,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,0,0,0,0,0,0.00932561,0.00100000,0.00170000,0,0,0,0,0,0.00160000,0.00080000,0,0,0.00080000,0,0,0.04523818,0,0.00220000,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485000,0,0,0,0.00125000,0,0,0,0,0,0,0,0,0,0
2013-08-22,0,0,0,1.47372000,0,0.63156781,0.02945909,0.01710000,0,0.27020000,0.00060000,0,0,0.00000000,0.28265000,0,0,0.00106000,0,0,0.01285714,0,0.00140000,0.31945000,0,0,0,0,0,0,0,0.07823333,0,0,0,0,0,0,0,0.16930000,0,0.01267143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,0,0,0,4.91750000,0,13.71258236,3.90598000,6.35715000,6.28055000,0.05244000,0,0,0,0.00000000,0.18420000,0,0,0.16602000,0,0.36920000,0.04980625,0,0,5.25560000,0,0,0,0,0,0,6.37110000,1.35790000,0,0,0,0,0,0,0,1.97420000,0,0.08390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24,0,0,0,24.49305000,0,19.59560374,10.28110000,23.57330000,0.00000000,0.68444545,0,0,0,33.39860000,24.43360000,0,0,2.04610000,0,0.00000000,0.54374000,0,0,8.13000000,0,0,0.86250000,0,0,0,0.03030000,4.56884000,0,0,0,0,0,0,0,0,0,22.08360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25,0,0,0,0.00000000,0,13.36891895,16.30478182,0.04056667,1.27220000,0.19904231,34.04060000,0,0,0.00000000,0.02420000,0,0,0.05080000,0,0.03083636,0.02822000,0,0.90040000,0.03046667,0,0,0.27035714,0,0,0,0.00000000,0.32091000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-26,0,0.01250000,0.07553333,0,0,1.78843806,0.16389167,0.00000000,0.00000000,0.03381429,0.00000000,0,0,0.00000000,0.01190000,0.03140000,0,0.09588400,0,0,0.03898857,0,0,0.15346667,0,0,0,0,0,0,0.06693333,0.10572857,0,0,0,0,0.09610000,0,0,0,0,0.07361250,0.12868333,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-27,0,0.74990000,0.00000000,0,0,4.73863522,2.71510000,1.80500000,4.26860000,0.03610000,6.99500000,0,0,0,0.00000000,0.02390000,0,0.15854583,0,0,0.05686316,0,0,0.00000000,0,0,0,0,0,0,0.20890000,4.08742500,0,0,0,0,0,0,0,0,0,0.00000000,0.03722000,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-28,0,0,0,2.39332857,0,2.92995768,5.88583333,0.28430000,0.00000000,0.01470000,0.00000000,0,0,0,1.06440000,0.73330000,0,0.09551765,0,0,0.03561333,0,0,0.35887500,0,0,3.19450952,0,0,0,0.05015000,0.03900000,0,0,0,0,0,0,0,0,0,0.05170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-29,0,0,0,4.90720000,0,8.44879087,0.05941250,0.60577500,0.03810000,3.72180000,0.00000000,0,0,0,0.03055000,0,0,0.16208095,0,0.06780000,0.06511200,0,0.43680000,0.58583333,0,0,0.01790000,0,0,0,0.50390000,0.05080000,0,0,0,0,0,1.31390000,0,0.75310000,0,0.06360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,0,1.16830000,0,5.13028000,0,5.77289876,7.49620000,1.30362500,0.00000000,16.61722500,0,0,0,0,0.33030000,0,0,0.64601471,0,0.05265000,1.61268682,0,1.09430000,0.85250000,0,0,2.10470000,0,0,0,0.10750000,0.60780000,0,0,0,0,0,0,0.71965556,0,0,0.61043333,0,0.19800000,0,0.12780000,0.20920000,0,0,0,0,0,0,0,0,0
