2016-03-12T16:52:43,2016-03-12T16:52:51,2016-03-12T16:52:56,42.51365303993225,48,617
2016-03-12T16:53:25,2016-03-12T16:53:34,2016-03-12T16:53:39,29.194277048110962,16,44
2016-03-12T16:54:10,2016-03-12T16:54:13,2016-03-12T16:54:18,37.59704113006592,48,42
2016-03-12T16:55:04,2016-03-12T16:55:06,2016-03-12T16:55:11,47.81373882293701,192,64
2016-03-12T16:55:51,2016-03-12T16:55:53,2016-03-12T16:56:01,41.49429106712341,48,37
2016-03-12T16:56:37,2016-03-12T16:56:38,2016-03-12T16:56:43,40.34089708328247,48,39
2016-03-12T16:57:22,2016-03-12T16:57:30,2016-03-12T16:57:38,42.690218925476074,64,37
2016-03-12T16:58:20,2016-03-12T16:58:21,2016-03-12T16:58:26,37.7723970413208,256,40
2016-03-12T16:59:18,2016-03-12T16:59:19,2016-03-12T16:59:23,41.90837001800537,64,58
2016-03-12T17:00:16,2016-03-12T17:00:23,2016-03-12T17:00:28,50.19134521484375,64,51
2016-03-12T17:01:21,2016-03-12T17:01:22,2016-03-12T17:01:26,42.04459595680237,128,55
2016-03-12T17:02:16,2016-03-12T17:02:16,2016-03-12T17:02:22,42.734139919281006,192,62
2016-03-12T17:03:13,2016-03-12T17:03:14,2016-03-12T17:03:19,41.91516590118408,64,540
2016-03-12T17:04:09,2016-03-12T17:04:10,2016-03-12T17:04:16,38.07079195976257,128,824
2016-03-12T17:04:51,2016-03-12T17:04:54,2016-03-12T17:04:59,34.234347105026245,32,39
2016-03-12T17:05:27,2016-03-12T17:05:28,2016-03-12T17:05:36,40.08224296569824,16,37
2016-03-12T17:06:20,2016-03-12T17:06:20,2016-03-12T17:06:26,31.8762948513031,48,34
2016-03-12T17:07:10,2016-03-12T17:07:10,2016-03-12T17:07:16,40.74383091926575,48,116
2016-03-12T17:08:01,2016-03-12T17:08:10,2016-03-12T17:08:15,48.45288586616516,64,36
2016-03-12T17:08:58,2016-03-12T17:09:01,2016-03-12T17:09:08,49.99204611778259,192,98
2016-03-12T17:09:49,2016-03-12T17:09:51,2016-03-12T17:09:59,38.49920988082886,128,960
2016-03-12T17:10:31,2016-03-12T17:10:34,2016-03-12T17:10:41,45.44598913192749,48,57
2016-03-12T17:11:22,2016-03-12T17:11:23,2016-03-12T17:11:32,33.297476053237915,16,47
2016-03-12T17:12:10,2016-03-12T17:12:11,2016-03-12T17:12:17,34.96362781524658,32,54
2016-03-12T17:12:51,2016-03-12T17:13:03,2016-03-12T17:13:11,39.407313108444214,16,44
2016-03-12T17:13:33,2016-03-12T17:13:33,2016-03-12T17:13:41,40.543946981430054,16,33
2016-03-12T17:14:26,2016-03-12T17:14:34,2016-03-12T17:14:43,45.12543296813965,16,41
2016-03-12T17:15:24,2016-03-12T17:15:24,2016-03-12T17:15:31,39.545369148254395,16,113
2016-03-12T17:16:21,2016-03-12T17:16:22,2016-03-12T17:16:29,34.34120011329651,16,32
2016-03-12T17:17:14,2016-03-12T17:17:18,2016-03-12T17:17:24,34.672117948532104,48,57
2016-03-12T17:17:51,2016-03-12T17:17:54,2016-03-12T17:17:59,37.97395586967468,32,123
2016-03-12T17:18:27,2016-03-12T17:18:28,2016-03-12T17:18:33,36.515799045562744,32,624
2016-03-12T17:19:17,2016-03-12T17:19:18,2016-03-12T17:19:25,42.67582702636719,384,61
2016-03-12T17:20:15,2016-03-12T17:20:16,2016-03-12T17:20:22,33.927178144454956,16,52
2016-03-12T17:21:03,2016-03-12T17:21:06,2016-03-12T17:21:14,41.55194711685181,16,34
2016-03-12T17:21:51,2016-03-12T17:21:54,2016-03-12T17:22:01,37.95515704154968,16,58
2016-03-12T17:22:29,2016-03-12T17:22:36,2016-03-12T17:22:46,50.366127014160156,16,42
2016-03-12T17:23:23,2016-03-12T17:23:28,2016-03-12T17:23:31,36.48298501968384,64,31
2016-03-12T17:24:15,2016-03-12T17:24:16,2016-03-12T17:24:20,39.46382784843445,64,40
2016-03-12T17:25:10,2016-03-12T17:25:10,2016-03-12T17:25:16,33.13342094421387,32,139
2016-03-12T17:25:49,2016-03-12T17:26:01,2016-03-12T17:26:07,52.239903926849365,48,47
2016-03-12T17:26:46,2016-03-12T17:26:51,2016-03-12T17:26:56,44.64028286933899,48,63
2016-03-12T17:27:31,2016-03-12T17:27:33,2016-03-12T17:27:41,34.344034910202026,48,36
2016-03-12T17:28:20,2016-03-12T17:28:24,2016-03-12T17:28:29,37.033785820007324,16,37
2016-03-12T17:29:13,2016-03-12T17:29:13,2016-03-12T17:29:18,35.765424966812134,64,48
2016-03-12T17:29:59,2016-03-12T17:30:04,2016-03-12T17:30:09,43.23989009857178,256,35
2016-03-12T17:30:46,2016-03-12T17:30:51,2016-03-12T17:30:56,42.03021192550659,128,40
2016-03-12T17:31:31,2016-03-12T17:31:36,2016-03-12T17:31:41,39.51313495635986,128,54
2016-03-12T17:32:23,2016-03-12T17:32:23,2016-03-12T17:32:28,39.08379006385803,48,158
2016-03-12T17:33:16,2016-03-12T17:33:17,2016-03-12T17:33:22,24.631467819213867,32,58
2016-03-12T17:33:46,2016-03-12T17:33:51,2016-03-12T17:33:56,42.667518854141235,128,62
2016-03-12T17:34:30,2016-03-12T17:34:31,2016-03-12T17:34:35,32.693686962127686,48,56
2016-03-12T17:35:18,2016-03-12T17:35:19,2016-03-12T17:35:24,27.406626224517822,64,41
2016-03-12T17:35:51,2016-03-12T17:35:53,2016-03-12T17:35:59,41.69543385505676,192,53
2016-03-12T17:36:34,2016-03-12T17:36:36,2016-03-12T17:36:41,38.455230951309204,64,49
2016-03-12T17:37:22,2016-03-12T17:37:27,2016-03-12T17:37:32,45.39685010910034,192,34
2016-03-12T17:38:22,2016-03-12T17:38:29,2016-03-12T17:38:35,44.59703493118286,48,41
2016-03-12T17:39:20,2016-03-12T17:39:28,2016-03-12T17:39:33,47.08204102516174,64,38
2016-03-12T17:40:21,2016-03-12T17:40:21,2016-03-12T17:40:26,36.76259994506836,48,31
2016-03-12T17:41:13,2016-03-12T17:41:14,2016-03-12T17:41:19,32.14517688751221,48,48
2016-03-12T17:41:51,2016-03-12T17:41:53,2016-03-12T17:42:01,41.94141888618469,192,43
2016-03-12T17:42:34,2016-03-12T17:42:34,2016-03-12T17:42:41,26.01705813407898,16,40
2016-03-12T17:43:15,2016-03-12T17:43:21,2016-03-12T17:43:25,41.99294090270996,256,66
2016-03-12T17:44:12,2016-03-12T17:44:12,2016-03-12T17:44:17,31.198636054992676,32,59
2016-03-12T17:44:51,2016-03-12T17:45:04,2016-03-12T17:45:09,48.28500819206238,48,39
2016-03-12T17:45:41,2016-03-12T17:45:51,2016-03-12T17:45:56,48.81565594673157,384,32
2016-03-12T17:46:32,2016-03-12T17:46:38,2016-03-12T17:46:43,43.33137893676758,48,48
2016-03-12T17:47:22,2016-03-12T17:47:26,2016-03-12T17:47:32,39.71801805496216,32,606
2016-03-12T17:48:17,2016-03-12T17:48:17,2016-03-12T17:48:22,28.536278009414673,32,109
2016-03-12T17:48:51,2016-03-12T17:48:54,2016-03-12T17:48:59,37.697925090789795,32,130
2016-03-12T17:49:32,2016-03-12T17:49:37,2016-03-12T17:49:43,43.44512486457825,32,44
2016-03-12T17:50:22,2016-03-12T17:50:22,2016-03-12T17:50:27,26.05272603034973,32,54
2016-03-12T17:50:59,2016-03-12T17:51:04,2016-03-12T17:51:09,38.444145917892456,32,43
2016-03-12T17:51:41,2016-03-12T17:51:51,2016-03-12T17:51:56,37.22300601005554,48,38
2016-03-12T17:52:23,2016-03-12T17:52:28,2016-03-12T17:52:32,39.555290937423706,48,46
2016-03-12T17:53:17,2016-03-12T17:53:18,2016-03-12T17:53:23,34.33375597000122,16,101
2016-03-12T17:54:08,2016-03-12T17:55:09,2016-03-12T17:55:13,102.75855588912964,256,35
2016-03-12T17:56:08,2016-03-12T17:56:09,2016-03-12T17:56:14,33.04787802696228,48,569
2016-03-12T17:56:44,2016-03-12T17:56:51,2016-03-12T17:56:56,45.779258012771606,16,61
2016-03-12T17:57:31,2016-03-12T17:57:34,2016-03-12T17:57:41,38.60567903518677,32,122
2016-03-12T17:58:21,2016-03-12T17:58:21,2016-03-12T17:58:26,36.46855401992798,128,65
2016-03-12T17:59:12,2016-03-12T17:59:13,2016-03-12T17:59:17,36.6986768245697,48,619
2016-03-12T18:00:04,2016-03-12T18:00:11,2016-03-12T18:00:16,32.08725690841675,32,48
2016-03-12T18:00:38,2016-03-12T18:00:38,2016-03-12T18:00:44,32.01128005981445,32,40
2016-03-12T18:01:21,2016-03-12T18:01:22,2016-03-12T18:01:27,40.584304094314575,64,48
2016-03-12T18:02:17,2016-03-12T18:02:17,2016-03-12T18:02:24,35.246214866638184,64,130
2016-03-12T18:03:09,2016-03-12T18:03:19,2016-03-12T18:03:23,40.32647204399109,48,122
2016-03-12T18:03:58,2016-03-12T18:04:06,2016-03-12T18:04:11,36.29816198348999,16,51
2016-03-12T18:04:37,2016-03-12T18:04:38,2016-03-12T18:04:44,38.103797912597656,128,62
2016-03-12T18:05:23,2016-03-12T18:05:31,2016-03-12T18:05:36,34.56222200393677,16,45
2016-03-12T18:06:15,2016-03-12T18:06:15,2016-03-12T18:06:22,33.264684200286865,32,51
2016-03-12T18:06:51,2016-03-12T18:07:01,2016-03-12T18:07:09,51.119481801986694,32,56
2016-03-12T18:07:46,2016-03-12T18:07:51,2016-03-12T18:07:56,25.757829904556274,16,617
2016-03-12T18:08:21,2016-03-12T18:08:22,2016-03-12T18:08:27,113.67844700813293,256,61
2016-03-12T18:10:23,2016-03-12T18:10:23,2016-03-12T18:10:28,35.233410120010376,64,56
2016-03-12T18:11:13,2016-03-12T18:11:14,2016-03-12T18:11:18,117.28749203681946,32,32
